ID,Hash,filetype,filesize,family,tag
14257,e534b3cc7fc3518886a475bbc32f813d6c6e4d2b029c3bbdc789f1a5e8d93e59,1,1419554,136,0
14258,18fd6b193be1d5416a3188f5d9e4047cca719fa067d7d0169cf2df5c7fed54c0,1,182784,139,0
14259,279524f17f8dd8753f57c2e3e91d21ad84db10316dfbf925cc19556cef55b99d,6,127488,25,0
14260,5545f31c832c8bde6cf7563cdc0f4a4b9b15416480e14f15420b1691444c376d,6,227328,140,0
14261,568326883f9157fe8f1a7c681e2df341973a75205cf81d627040d101ce24f1bb,1,13744736,139,0
14262,8a2a28d164a6d4011e83ae3f930de8bf1e01ba2e013bee43460f2f58bdaf4109,1,103936,141,6
14263,f02255b58fbe4391c69bd13fa72ae387e4c153585b81ddaf4ba41eb1ac7ff923,19,5650615,142,11
14264,33f90efc3c08fc4a3fd898342ac8a0188cfb2e1b350ff88b98de413e523dd237,19,3632825,1,0
14265,d06be83a408f4796616b1c446e3637009d7691c131d121eb165c55bdd5ba50b4,1,1594368,57,0
14266,1851d96696d3db565c028e7fb5164d7c8428973b939b9e6185dd573e7408b194,1,2154515,135,0
14267,34bdb5b364358a07f598da4d26b30bac37e139a7dc2b9914debb3a16311f3ded,4,242151,143,0
14268,391892a534c5dbe9f20cd8c4effc5b6559a428eedc25ba0470b0a27405772aad,4,20218,3,0
14269,77ff53211bd994293400cb3f93e3d3df6754d8d477cb76f52221704adebad83a,4,19354,143,0
14270,79bd5f34867229176869572a027bd601bd8c0bc3f56d37443d403a6d1819a7e5,4,18256,143,0
14271,87f363afc9778efc78dd3e0ced112d8d66a09a8924091f0927ed02a7b64850d2,1,393216,127,2
14272,90926500594d9cdb194bd10da8b62e37591ad92ca890846594de35e952919bcb,1,1008128,135,0
14273,b9f3af84a69cd39e2e10a86207f8612dd2839873c5839af533ffbc45fc56f809,4,1612982,135,0
14274,cf5122d6b0684e3bbb863370c83455c11a26551e788bad651f103dd237a3c086,1,938515,128,0
14275,e5aece694d740ebcb107921e890cccc5d7e8f42471f1c4ce108ecb5170ea1e92,1,32768,135,2
14276,3f9b76431bc90b7223a18f425ab7fb193b714847d7e99773eca6de9b06be7997,10,8594,144,0
14277,a9510cc46a579fd95de3a538149317948a4cd714d117143ac3e76d34842c6d65,15,69632,1,0
14278,c5103b5ba2111de1db814389927d3b7f205e830b5b1537ef1cb132163d6ec320,1,293888,145,0
14279,3c11dff21b03ad3a572dfad449a851acbef27a53b96dba8b6053fa9529c504b2,1,27552,132,9
14280,40ae43b7d6c413becc92b07076fa128b875c8dbb4da7c036639eccf5a9fc784f,1,1925120,146,0
14281,79243f49e21da29f73f27a5b0edc8ae6e943c365a5f079c80112874ae15c9b33,1,1925136,146,0
14282,a6ac997c4d9f46c2423b2f98bee6536eab0ac3a9d86fb9b5295b60cb4a217697,1,1935264,146,0
14283,e32aa85c7e7e9f218e0ffbd6c362fb65d2bf5448d37061a6aa3d20ed2ff6da0b,1,1934680,146,0
14284,00890c9172571c4b49c4c8a4bf995342d922fab50d36554c9cb08fb553388b1c,1,471201,33,11
14285,071a7f1ee2849cde74a43025a20bfca055bffc9c5b4f0424c18b53d18e0f3519,1,483328,33,0
14286,0a5d3d5a05a7e7e68da7e6a79482b5c33361bf4e1bd2fc86876aff503ca30bbc,1,483328,33,0
14287,33e690814d357ae6ed776b1f06f586eb9ea25c117ebf4c7a15954e745b55a468,5,0,1,11
14288,357fdb44505b84ff4bf5d8c6f8fbcfed7468e835f8cc706a92ba6f59dd534b27,1,673792,33,0
14289,41d38f9934005f91303c68a18eeee1abdac91b9417c9e77c099d1e6904418306,1,483328,33,11
14290,48dd3eecfde8f7c83d0f1e9efe23f7b8bb4a126665884d2fc6e709928f612a67,1,471201,33,11
14291,4c6795c44a29e96b93a200e7c9bac3b18224c99977a99d19f667710f4738e3ed,1,622592,2,0
14292,534666c0fdbe6adfd40144891bdd051a8bc64b2961dbd0a87a3c51d942b0bd2d,1,942230,33,0
14293,544bc5e3afb7df7d627a686ec46d74bb6fd20bfb2d4ef31d02806affd5319c19,1,483328,33,0
14294,3756fe0795a98c7f39da11593e76209477d1739801b17439485b364b3c439505,1,427591,63,0
14295,7ddb915b83263aae65ee0a73fca08201fbf2e474c6025949f5ccb806111b29a6,1,288256,20,0
14296,002fed7e2b0b096cd7fd68e2b266c9181b127d3b02fb52471f01f0eb8fc47a3c,1,442368,33,0
14297,0044ff4c3ee7e18fa919268386be3ae7351de5ba76e3c02d19f93a626d082e5a,1,479528,33,0
14298,0046bd7fcac157a26760233005eb69becf1b5bdcf864da87c2009518d9d84f23,1,479431,33,0
14299,00659e6f540e67693e745b38bba1d2d113bfb0710fc7dd62ffad99eb2590a9d7,1,344064,2,0
14300,00b5771327b59a373268419084bb981e499a6117c59de332429d671c3a60516f,1,459292,2,11
14301,00b649e3a6207d114f90010a78dd5d1fdf2397658ce0a229b53c14e39b9ee80c,1,372829,2,11
14302,00f04aec1b6fa5a08a2b56c0814462138a3b5b8c25ae9b847b8f0a205f1a411a,1,373052,33,11
14303,00f0de7c8ed88773b020993a845738f55d0ed711402c5298fa682fe8b8fa9627,5,0,1,11
14304,030fb80e488371581339f4799077c17531f6c454c4c56c3155cec01e5f05d4af,5,0,1,11
14305,03546e628d3d03f45e7c37cd6a76ec9fdad9ac5dba87b22189b174d56c3691f3,1,229376,33,0
14306,12331809c3e03d84498f428a37a28cf6cbb1dafe98c36463593ad12898c588c9,1,252932,1,0
14307,ae0bc3358fef0ca2a103e694aa556f55a3fed4e98ba57d16f5ae7ad4ad583698,6,73728,64,0
14308,fb8b6589ad01dc1c44fe2c90d92ee80aa322d8b5076bd64d094bbfcf4dd96f67,1,4541440,1,0
14309,051cba34c23c75b7ca2e625d27dc11b47b7d9b26ed1b80d52ef39bcef9f8ecdc,5,0,1,11
14310,06d0e5fb9acc5d0ce9e77cd38f2984ada7732bdd22cf722650ea07f98af5c87a,5,0,1,11
14311,08f2946fb2d82c2462c7da4a9c84e7e028c1015973c413fa59213aa57a2be238,5,0,1,11
14312,0a4251fed23e370bf2e4a3381612eacd437bd2e16a85f1d0c92de6f1fdcdd476,6,123392,106,0
14313,0afd956dffbdbd52789ba70bc34f55f4cd116468e191b9e354448ac0b48310ec,5,0,1,11
14314,0dc9bfb73636a0ada9fed2090f3c04ec16939a3e5c32aaf0c9935c9124d87617,5,0,1,11
14315,0eecd3399ebd29c663ec1c7adcb8386c65c81e521f724e4e7d94f5d7d7bb1391,5,0,1,11
14316,16970a1a5f4795bdb708b237fed3c8019192aaf6ecad6b472e662fd3ce5cded0,5,0,1,11
14317,1ef8125fe14503dc0592dc4185c5a743954dc59db94a5d80e00c076978de1e61,5,0,1,11
14318,2293ee1cbb63569e47ca7d535663a57bfcf754518c35e209a71cdf8c107a03a6,5,0,1,11
14319,077832933e19048fa74e8fd999594ad28bd5af0d7a49c227594b029ff79d44ef,1,515072,147,0
14320,0e026fdfdaca8f1d6096289a31f2932abafb50bb57527cb4b2a291d3cd314022,1,502896,147,0
14321,172ddc086779e8fa2d2f1e199d272eb5b934972f92ff33f09df7687dc100cbb6,1,363167,11,6
14322,1eb4e0224207946b7a4377881fb9055adda70a979c718cb04411ed5456ad4ca1,1,427008,127,6
14323,7eee35543304e1618b50c1de66917f02e8ba3b7849846f3334681cbf982201a1,1,459264,147,0
14324,9f4375f2c1b60c1696713260b62c44600f04840cab15c1ed6ed9e0d21be67107,1,541698,127,0
14325,c39b4105e1b9da1a9cccb1dace730b1c146496c591ce0927fb035d48e9cb5c0f,42,6469139,148,0
14326,029a61c56d742be28ca28f2b2f27dadf5bee77aa832c0564fcc7774a270ce208,19,101465009,139,2
14327,13ac090fa99b1dce7f45e4aed07a0359b73815fc38dbe02bf976e088060990a8,1,131952880,139,0
14328,1416f8c40663d51191e8bd03c885e1f4f1c6b7c63d3068721bf386d621783917,1,131963704,139,0
14329,170cb5ea1a6b4af3c27358ba267a1309ed5118481619fc874f717262cb91fb77,1,35114905,139,0
14330,17b0b1a9271683f30e5bfd92eec9c0a917755f54060ef40d9bd0f12e927f540f,44,18328260,139,0
14331,41ad7a6b8c410738ea8e826e503ec9bdd222a490db097b643cd94bbd62a12276,1,24265446,139,0
14332,881be95a9632fa44deeeca23e4e19390d600ad817b2f66671d3f21453a16c7b7,1,24279489,139,0
14333,a4a68a51ed0a6ecf9146f75d405e50cfc58473d20220915b489b5fece03c4f55,1,18241273,139,0
14334,c1aaf691608f1f2a0517e2c57cc4c6ff4e46d3ae1b592e939a0bc9b89a3a04cf,1,128978575,139,0
14335,da7c4975d75ffe17d6ff1352e239c6841d4b1523f9ea43c8124d732c48dfabba,1,141151320,139,0
14336,45e9b6fba90bcd7b3a9f0830bfba9f4d70eec797f277c719736c807d3323503a,1,207872,21,0
14337,4a023dc61f9424435412bd338ae0f36a5d6a226ad0dd40ea5f11cbd511672b7b,1,729055,21,0
14338,c5616c719c292a96dab6c8e9d71b36c1c6c431ef1fc4b5acc933226c5b0f41e4,1,207872,21,9
14339,05f5dab26e0c46499a60ac1ed874deed0f884bc2df56f47233bfc293ef32966e,5,0,1,11
14340,7f698295230f59c7ca8193322eb48d71cd203f3675139f2da99e326589bfdad3,1,478208,135,0
14341,e192663d127517758b998c170b3a6cc69426dcca0b47dd48f6777dc08d2c202d,1,247656,1,8
14342,5c50db07df8103488ba60c37cfed83fbb77d294d5a223182674c02d4dc53d0c7,1,1045096,1,11
14343,047c52f44c8e327ef233657a5d0d28781767896c675a9e6ab066fbb68e888120,1,1045096,1,11
14344,f989259b5de60911dcea2982ed79dcfc0f819f73e20d0d3bfff947646139343c,1,1282664,1,11
14345,39d0818746f5b4e4140170e8c1e38df747cb08ce9337014824914bb957734596,5,0,1,11
14346,d5c7af02dd7d13099ebfefa799823fac88899eb93cfc953df794cfe262261537,6,869888,149,6
14347,4d89a582761ab246028622ef21ead0b8eb8d78b2711c8bbf5812f9defbd1a092,6,790528,2,0
14348,8bacdd410c1f26f347aed019813e557948e80e0e236614f1e033aafe4b492eef,5,127493,1,0
14349,3ca07aeeca84786f39673a651df8d1e383a64e3d574ebe5322a1d6048db98711,5,0,1,11
14350,4406cac91b94838df9b6d4a3b871cf7bbddce008b4af1ef2de991c110fe4e1e4,5,1048576,1,0
14351,fcdb43b94e57e41abc91d77d0101183e62dba852dd19a17ab5a71dcf16849318,11,2620,1,0
14352,44107a2544b325a4606f55c8e08d73fc739d526ed24f5db778781a2be85524a0,11,10151,144,0
14353,54aa8f7974c072cd1ab7db95d3cd27a515278f2f1ef7f99be56ec3a47eee9ef2,11,10158,144,0
14354,3669ef786aaca4f34f904a0d84faaa809d812cf825a9150bf23bb7a20c6105c0,11,10186,144,0
14355,3c9c6fcfd6eff9fabfad497dacb36cccafb903352d3872840045b997d4f0c134,8,1490779,1,5
14356,4abe97f829b2f2c6892ce29b568a631bba683e4fbb3dfdd690835e22f9444876,11,13687,1,8
14357,082f24f1040e0f534d94f5eec643d81cb4d3464e0321d1a970e44201dccf701e,11,17746,1,8
14358,7b9ffc589881f2e64bd29d7051c4c58058efd667dd046edbf7894c8fbdbb74b0,3,4556801,1,11
14359,664b4fd736313847e3c4dacfefdda764b3f9717aa4c74b142149a32b873a1223,5,0,1,11
14360,5060b9d27611d983072b138313730c33bc75fb65331b251835ab952669089342,5,0,1,11
14361,7e65f34bd3264ad9c5366cd90f054a279ea4b687fddac112b0058137429c8c38,1,2009088,37,0
14362,98d77bfb9216ba5d889dec430096c411a25fdffa6c69dff12deaf22526d02e5f,1,2019416,37,0
14363,38621acfed5df80785fdb358de721cc603a19c2c2bcbe8113c76bfd622419937,5,262144,150,0
14364,4ed86696ddc6079f0640b6a0e961a0678e73e519701a33e4ebd81076644cc772,46,46612480,1,0
14365,a60d9972fe208cae10c3b55494d8ebafd6204fac984c4b31832dc20f6fd46d59,5,0,1,11
14367,ae2d54f3215f7a5234897122b26b58d6d033181deadc85ccbf7ae42b0a53e9a6,22,9433,1,8
14368,008d912a396b29149507ed69628ac8d2046146250035387a19c87ccf0c6c8fc8,22,553497,1,11
14369,b6e24eee15bead4f4fd474c9fc3f9310af55c5c71740c546ad1ba7ae9ec4214f,11,5136,1,8
14370,3040bff984fd2f0236104ffc6152a94b2745affcf613e2b8850c15874fdf7481,4,14686,1,11
14371,e1ab6e54fc37a69e8fa8e45512e169144d1ef6d9a4d0c42a729c51474f796eb4,11,100419,1,11
14372,60738c5a7baff798bbdc680d96cfd249cbd7ce65e26982445ca22dc73bc3398e,10,3341,1,11
14373,08b09dba3a7835e907834b97089759e172d724a2dc955a2c9aa9961baa65fd82,11,4417,1,8
14374,72e12555384913cbcc0deda48fd646cd6442f24dcdf488f06c3a0fbb33a97f24,11,124281,1,11
14375,78bacf1a3a5a6f7b084dbedcb9a5ef4173c021638e732f2e953a59220871aad7,5,13054,1,8
14376,2ed9ace7d648cdeea048631f1db8b005003a2c36d367198b72ee8e4075372930,11,4455,1,8
14377,ee0fbf6fa027e973eab28d7ecd71083b616edd2e5361d2cc915336ea0f481e82,8,1548506,1,11
14378,b6396586c4518d119463f3dcba98863b704916159491252415e9a942ebd85377,10,60630,1,11
14379,819d8d634151bc68b92a64ec7b1c45c5b26447aa2df1b1f97341001a46382001,11,2420,1,8
14380,345c053a04f92b2825c13fffe7b0384538335cdc5601191753aa052f87c29cd4,11,51914,1,8
14381,1da1484d4c93f4a42285fcaed34386e81339b94f1c64e9343bcf3de086f01d4d,11,50491,1,8
14382,90557b1d0c22a91df638e283897434aadf40937b87c3e06511a4f63b9ba88313,11,33556,1,8
14383,1f81e93886692509fddc2f2e8f215775dccd3832d74228db12ea3180abe53e26,11,1609,1,11
14384,cab6aa4eb25c8c11835fbb3c7a273a5256bb927d0f996ffe9ad46823779684d9,11,1594,1,11
14385,d55b67e4ff0831b02664801d0f1a5c543afa7f1b7b217adaac6edf702999d3f0,42,2136704,1,8
14387,8c75a504655d0a8b65290e0bbef32ab57076b52b71cad4667c80c8f5cdf03774,1,18432,1,0
14388,8586120f5bd92db2de133ac3b1b57210631672ec4a3e66378f633c4e735426fd,1,20232,151,0
14389,465df64341b9b065097fac7e78bb5c0371325ecdc6315261c02ef750b5421b6a,11,14431,1,11
14390,05aa042a31254baa12a285ec2d16112be766f765971a6bd6309f5d3254b31b4c,11,108202,1,5
14391,28fbbb1023caf42b4a5fa24b4706be29966269062f9b5561727a492cb287bd91,5,0,1,11
14392,f404209ea5b23dcd7e805bc85da3725b463b50b52a369b1f7ca6fc44d5b3c39a,48,899258,1,0
14394,a79ed32f1863b538909d5e35645e2b70f33b999d441913a4af1679a956a66839,1,1024616,1,11
14395,02c12f7342bab4d3dec82cac611b3a4a4bf67b83ce745514c546a3419d393c58,11,2958854,1,5
14396,01ba13047aaa80e8b67625a4cc6266dfd8cab8a0bdd0cc9a2a768d02c9d50702,11,32893589,1,11
14397,10e5ba0e6740f7dd981dd628a64c7a5db0696679514b8121718f764ae5947524,11,15,1,8
14398,1ff7737b6cc72c62f289638782cf3ee7a6b1644efae87ae4ba8c154d316f4d20,5,0,1,11
14399,673df2e475b2ed82ad844faad1a6012f746bce952fd3837061ad25674cf09bb8,10,18176,1,11
14400,40a335f8d1abe1aba26ee734841b58703324f4d1ca854f3ecc51105172f01431,5,49845918,1,11
14401,52bd67f49d97ce68dedd22210140f1ec764423f4c2de0cf2dc6b35e9777389db,8,844,1,0
14402,f62624e024bd69a801355c6c064c18223ee170d613f98c00fad3fbfcb7a9095d,8,2533708,1,0
14403,b1c34c4200712f963998548bd1b683c7e1e979ac0c53dfba48b9875ce221a1a2,1,253186,128,0
14404,91acb0d56771af0196e34ac95194b3d0bf3200bc5f6208caf3a91286958876f9,4,268950,17,0
14405,a40439db8d44b994452b608fe9436ad99207e46b4e83cfdc2610d5231ad4947d,1,840100,128,0
14406,bb2b0dd086308a1c4dd07f330cce1321d4269b9d01c834dc51acb6def593a9de,1,1022711,128,0
14407,dcbdab8a7df98a95c44addbcc305c56617316ea1430d77ee546c9e5b53b4a12e,1,1050805,128,0
14411,b23193bff95c4e65af0c9848036eb80ef006503a78be842e921035f8d77eb5de,6,204288,37,0
14412,e031299fa1381b40c660b8cd831bb861654f900a1e2952b1a76bedf140972a81,6,265216,152,0
14413,0ac7b666814fd016b3d21d7812f4a272104511f90ca666fa13e9fb6cefa603c7,6,35328,37,0
14414,b29a16ec907997e523f97e77b885d4a8c19cb81b1abf6ee51eee54f37eecf3ff,1,30208,1,0
14415,ddab96e4a8e909065e05c4b6a73ba351ea45ad4806258f41ac3cecbcae8671a6,6,336896,128,0
14416,99d3f03fc6f048c74e58da6fb7ea1e831ba31d58194ad2463a7a6cd55da5f96b,6,211968,128,0
14417,c19d266af9e33dae096e45e7624ab3a3f642c8de580e902fec9dac11bcb8d3fd,6,202752,37,0
14418,6ccc375923a00571dffca613a036f77a9fc1ee22d1fddffb90ab7adfbb6b75f1,1,238304,6,0
14419,82c4e9bc100533482a15a1d756d55e1a604d330eff8fbc0e13c4b166ac2c9bd3,1,266240,37,0
14420,2d845bd6662e7449f4db7a922e67c665df70cd045af48e2cb3d689a5d0004b2f,15,24576,1,0
14421,a831e80daeb93ce8813376ebd2c48dd6e60ae50ecd032c08650b49ad0b8a30ce,1,15117981,37,0
14422,4845761c9bed0563d0aa83613311191e075a9b58861e80392914d61a21bad976,1,1925120,146,0
14423,18b5f5098747530e39570f5230cfbb1298c2a5a136c22150e2bd4322584e1bac,4,60063,135,0
14424,0000aa529de5773e5091c7ea250581289cf943d667522113c489f65cc6c7ac17,1,1995511,80,10
14425,f73402187fd9d33964c369436c5de75bd09a9f42e9407922f11f85170fce1c59,1,2019416,146,0
14426,1acd901c136bf6e96bc0ad27e138a7d12fd138adef74303527394541f9a9050a,1,1063936,59,6
14427,e6de255909a44833b5d39338d8586905dba04ae801da707301a1f64d16f08aec,1,2009088,146,0
14428,dc030778938b8b6f98236a709d0d18734c325accf44b12a55ecc2d56b8bb9000,6,69632,17,1
14429,6d626c7f661b8cc477569e8e89bfe578770fca332beefea1ee49c20def97226e,1,17408,132,0
14430,2f09bdab4129df9ce8aefa04ba5ec76de77423ac1158ac304734ba462f0b83dc,42,53320,153,9
14431,b4cf4607f28746bf56e08cf83a48c0dca70e5195cfc2d960eff2f1662d9234c1,1,252416,128,0
14432,d54173be095b688016528f18dc97f2d583efcf5ce562ec766afc0b294eb51ac7,6,12800,37,0
14433,d5debe5d88e76a409b9bc3f69a02a7497d333934d66f6aaa30eb22e45b81a9ab,6,41472,128,0
14434,102b0158bcd5a8b64de44d9f765193dd80df1504e398ce52d37b7c8c33f2552a,6,12800,37,0
14435,566ab945f61be016bfd9e83cc1b64f783b9b8deb891e6d504d3442bc8281b092,6,1048064,146,0
14436,be180a7c43734b7125b2d5cea7edd0174811a58113b048f5fe687db52db47fe3,35,120836,129,0
14437,8fc4fe966ef4e7ecf635283a6fa6bacd8586ee8f0d4d39c6faffd49d60b01cb9,20,388096,1,0
14438,e8d3f1e4e0d7c19e195d92be5cb6b3617a0496554c892e93b66a75c411745c05,20,311040,1,4
14439,34aca02d3a4665f63fddb354551b5eff5a7e8877032ddda6db4f5c42452885ad,6,49152,129,0
14440,63bb6308343f4ea67f4040835d07c625870a0a8b211074c91c98e872dc905aff,15,39936,1,0
14441,c3379e83cd3e8763f80010176905f147fcc126b5e7ad9faa585d5520386bd659,15,75776,1,0
14442,956fbaafb5f59e8c7e67b04647d0973d57c5949aa47eec8e9e20c20709512074,1,1214394,136,0
14443,0180e2b601ae643e7adf1784c313dd2d10d114bd2b5692eb6e9c031a6e448ed1,1,3892224,154,0
14444,07d3fcfc5c85c5dd6c3f2642f0a8572a1c3f7fc3701a377cf38b7f94ac396b78,1,1066496,1,6
14445,59f15be6976e6bd9ad59f60735cfd4d5157966eee225788da1163c8ba3499df5,1,8124416,36,0
14446,5f5af4762c073234fef6bfeaa3b9f6a04982e82a25e540116aa1f9e38223ae2b,1,8237568,154,0
14447,6c5884cf45d943f51566ea98113fecf851d49f59b70c8039aa21a14e09e21e5c,1,3430400,154,0
14448,6df73e3bb567568c01606c22e351e302cf91d2c7db197847790a3ed0acb17fbe,1,8247712,1,0
14449,77adba034d13b570c6aab79282326a1eb2efdfc14fbd7cd0651906e3fa31f9fe,1,3567104,154,0
14450,7c87f992674b962269d7fb2ffbad6d21f606c90d151a6fb67ac54387b6883aae,1,3517952,154,0
14451,9cb5ef0b17eea1a43d5d323277e08645574c53ab1f65b0031a6fc323f52b0079,1,3496960,154,0
14452,01844aa467d4386500cf741a2c0337eb1541d63215862c54320c9b2265d0982c,1,2591414,154,0
14453,023cee622d8ddd7afd7603c1ba13447931508140cfe0dfd85bf4adc5b0d2cf8e,1,4953600,154,0
14454,0c2b91228b1beafa46ea78e7e81122c13e7a3b05e4eeff5e1366a3cfc4b27d44,1,4849664,1,0
14455,19dd6e29715a6b2b9ee074d8996a95a623246e3c808bce5049a49df6a4a95859,1,1785939,154,0
14456,1e1490683f6fd4b8f22cb8cd932db05e7725958b06307a4e523d58be2fdd50da,1,1651104,1,6
14457,373e7381b09c7f5e49476f803944b097955e0152ff7ccf6acefe2f518c01ed70,1,5134550,154,0
14458,3976a3ac41f9d8bd021387622c2c7a36907cf5a1d493006423739d23c14dc480,1,1971104,154,6
14459,3a4498a6e4213a680dd2e57516637f7480c0bd7a342ec24788fdb9694b0d1150,1,1640960,154,6
14460,3a6ce795b393cf05daa2fcb82eb7c0fee5b1b0b7cd268d6432aace0e8ca42e27,28,782120,154,2
14461,3eb3c6e889fbf5be228c87f9cf0b7d1a95cb670e1b2de9082c2e8c3b9b02242c,1,1648984,1,0
14462,00bc6fcfa82a693db4d7c1c9d5f4c3d0bfbbd0806e122f1fbded034eb9a67b10,1,2233856,155,0
14463,04340dc998011ea9d793b2bd6584bc38ba4d0f4de79f2a753544a8b3d0711f9b,5,0,1,11
14464,050a45680d5f344034be13d4fc3a7e389ceb096bd01c36c680d8e7a75d3dbae2,1,4220416,4,0
14465,094e318d14493a9f56d56b44b30fd396af8b296119ff5b82aca01db9af83fd48,1,5822464,4,0
14466,0de10ec9ec327818002281b4cdd399d6cf330146d47ac00cf47b571a6f0a4eaa,1,3254272,156,0
14467,0fae6044680c08e0b70dd11258c3b567c6fbeb514486bdee1413d6cda2233160,5,0,1,11
14468,1844e5230284ed4de4d780356f8b062346465ef5550daa74b8bcbbb1050b72bf,5,0,1,11
14469,23aa2347bf83127d40e05742d7c521245e51886f38b285be7227ddb96d765337,1,2106880,156,0
14470,284a0c5cc0efe78f18c7b9b6dbe7be1d93da8f556b432f03d5464a34992dbd01,1,2376192,155,0
14471,2f3f481b8f049d861c4e35d96a35c31c2c95717acd7d15fad0911457df309873,5,0,1,11
14472,0ebe86f6961ee4e55edf6ae267c9812afec3ef54fb32294f8aeebed12c7dfddb,11,14264,157,11
14473,31e383f75f664b5422d5a96bcb4fb13326c9eb5435a80d0e8d4ceb7e8608a0c0,5,0,1,11
14474,976813ba38b671e42189983ab62e5d2734d947b8c3bda2c97b520fe3d1f9d615,5,0,1,11
14475,cb426c1b6b0eb8ea5fecfca60c719aadd2fdfd056e6f23c30ab00c8dde403720,1,1633280,68,0
14476,dd2e456d8c219c112ebf0d877da739ee9b56800e0e32280a2fdbea3781c8d5ea,1,24064,43,0
14477,8994ecf78913be242d1246637c34341bc381ede2c22bf2f585a4c241a5ef7b49,1,4816384,1,0
14478,80cff71a7f13a2e83b948ed218ab6ffd27f309680cf96c3c2e0e67b8dc857bdb,1,1058304,1,0
14479,f75314cafb6f523492451b7e3543538b0629cf3d6ba8c53ce689a9c639469ae8,4,1782086,1,0
14480,0939028e0d00fe099ebf9f23d8c5b9b7e6449415808ffa4cac43d2f352d65836,1,959634,6,0
14481,2288b0a1cadef2e1720c57bf8c659ac2abdcd431067e843a521df4d8179f0eb9,1,959792,154,0
14482,b1ff91a2a40a82c54bc59dbe0cd926e5818660c3ae18c6569f7adb73ecf76951,1,1459504,1,0
14483,e0436f88ea8e11263c075756ebaa31948026d66376b38b718636016a9a1ad3cd,1,1253184,158,0
14484,10f4218503bfce389c9edf1c12bbaa598b04c7097fa9f37c01e095afc6ffae85,5,0,1,11
14485,c4fdbfd6608748d7f675a83f392cd923e86a6d491395a611a3d651c3385708b8,1,978432,159,9
14486,2ed77be505cd246ca41bba218d8a5c59ae6049eff2c3b72ca91433ad4fe3b103,28,6162169,160,2
14487,54f2aa690954ddfcd72e0915147378dd9a7228954b05c54da3605611b2d5a55e,28,6572852,160,0
14488,3d7d75d66428c55dc81563c3bde5477977fadb3325d0224ef9313da133940077,1,4952576,1,0
14489,42492efa48785ca118d4b05f28570e7b6be4677a962cb7825a859ad5e3045710,40,1999631,1,5
14490,5588f6fab387133c21b06f6248259c64260435898edd61866fad50312c2d3b25,1,5341184,1,0
14491,e25ee5b4ddc1337a3b9cd11ac8c00cbcd4a61c3c3013d34a067977d4e6b2deea,28,2680740,1,2
14492,6600d8a43949068f89777b01f0636d44d28f3d712a0ae2fac073276a6c49a8ed,28,897828,47,2
14493,9623742f14ad16b68f6c8daac87169a524c8635c77f9690bf8705155a2af354c,5,0,1,11
14494,4756b4c350dde2fcadf8fc7c123ed12a45d26786f1d0ab3a52746e7f4acd2435,5,0,1,11
14495,b821ebcd641be3b3c5df21df8c0448b7d01caa5023f45003e858ed4949dd9768,1,4963744,1,0
14496,5b65b62424b3e37ddf4abf155c5a9d8c3558a68e3f0ae7ca1007d64978db26ff,1,4965976,1,0
14497,cb90cc412df63fc400c9278b75f01a67090086bdc29ba797c7210017dabfe51f,1,4955648,36,0
14498,b6bd3bc2e4f47973f1e29baebe8f66841430fe4cbdc7d3243427e9c157d7a6f1,1,1640960,1,6
14499,b2ac42e4055c601479d7ac35f8d3fd39aba8b2b5f63821fc7a3bb74c3b0c2b34,1,1609632,1,0
14500,d30c08a3aa3d5df57faec82974b0e5bcde2a46b1a1a9a740fda3119632fcbb6b,1,1597856,1,6
14501,707e27d94b0d37dc55d7ca12d833ebaec80b50decb218a2eb79565561a807fe6,1,2129920,156,0
14502,4e77963ba7f70d6777a77c158fab61024f384877d78282d31ba7bbac06724b68,1,2120704,156,0
14503,eab20d4c0eeff48e7e1b6b59d79cd169cac277aeb5f91f462f838fcd6835e0ac,1,2594816,4,0
14504,83e0db0fa3feaf911a18c1e2076cc40ba17a185e61623a9759991deeca551d8b,1,2187264,4,0
14505,d8dc553fbb4569045a298759af75a3a108f82cf883ae986214d3075cc738836e,1,1863163,154,0
14506,80fb33854bf54ceac731aed91c677d8fb933d1593eb95447b06bd9b80f562ed2,1,2047488,154,0
14507,727ea7ebff7880d65c57e9ab4e92b01b10db92ab88f7694e896137b648d47e8b,6,10611824,161,6
14508,d90b3b9194bc168623c20e71e3d50cb04a4724a40e928548d6919771d9625015,1,2880000,64,0
14509,b42d3deab6932e04d6a3fb059348e608f68464a6cdc1440518c1c5e66f937694,1,2592256,4,0
14510,c045fd65572260139927f93375ce587cbd506be98d81e465fb0b075604c3bb43,37,92,1,11
14511,f8c09d467a7022de25a5f279f088f8aafdc59122e28b0cb5936aebce02d37be4,58,499556,1,11
14512,c0aac35e20ef625ffcb22ba93e7f2f7ae95b0f46a841c375f78c1f3c5396ad8e,29,616,1,8
14513,1d02d0830db82e7d0757b2811173c1e64bfd2c1bab93ead80f0242af2e227d58,29,264,1,11
14514,be1e0ebaefde506c935a1e66ad05120102785e934e079cbf55c52e957b012e6f,30,852,1,8
14515,d3cd07334ac51622476408a40fd903fa654e2402c1e89dd4cd6b17a42143e539,30,112,1,8
14516,c0632bb991df7eca8c3b48c5d6ed288d130fdccf8eb9f9412a1c37b1b10132bb,42,47403596,1,11
