start,end,type
8182,13864,5
8182,13865,5
8184,13867,5
8108,13868,5
8108,13869,5
8108,13870,5
8108,13871,5
8108,13872,5
8185,13873,5
8186,13874,5
8187,13875,5
8187,13876,5
8187,13877,5
8187,13878,5
8190,13879,5
8190,13880,5
8191,13881,5
8191,13882,5
8191,13883,5
8192,13884,5
8192,13885,5
8192,13886,5
8192,13887,5
8192,13888,5
8192,13889,5
8192,13890,5
8192,13891,5
8192,13892,5
8192,13893,5
8193,13894,5
8193,13895,5
8193,13896,5
8193,13897,5
8193,13898,5
8193,13899,5
8193,13900,5
8193,13901,5
8193,13902,5
8193,13903,5
8194,13904,5
8194,13905,5
8194,13906,5
8194,13907,5
8194,13908,5
8194,13909,5
8194,13910,5
8194,13911,5
8194,13912,5
8194,13913,5
8195,13914,5
8195,13915,5
8195,13916,5
8195,13917,5
8196,13918,5
8196,13919,5
8175,13920,5
8176,13921,5
8176,13922,5
8177,13923,5
8178,13924,5
8179,13925,5
8179,13926,5
8042,13921,5
8042,13927,5
8182,13928,5
8182,13929,5
8108,13930,5
8108,13931,5
8108,13932,5
8108,13933,5
8187,13934,5
8187,13935,5
8187,12276,5
8187,13937,5
8187,13938,5
8187,13939,5
8191,13940,5
8192,13941,5
8193,13942,5
8194,13943,5
8194,13944,5
8194,13945,5
8194,13946,5
8195,13947,5
1349,7995,6
1384,7995,6
1333,7995,6
1347,7995,6
1305,7995,6
1376,7995,6
1321,7996,6
1321,7997,6
1361,7998,6
1371,7161,6
1358,8000,6
1368,8001,6
1339,8002,6
1395,8002,6
1320,7161,6
1402,7161,6
1334,8003,6
1334,8004,6
1334,8005,6
1394,8006,6
1362,8003,6
1362,8004,6
1362,8007,6
1382,8003,6
1382,8004,6
1382,8007,6
1336,8008,6
1336,8009,6
1346,8008,6
1346,8009,6
1550,8010,6
1387,7161,6
1396,8002,6
1327,7854,6
1327,8020,6
1366,8001,6
1386,8020,6
1340,8020,6
1319,8020,6
1312,8020,6
1359,7069,6
1359,8001,6
1325,8020,6
1360,8020,6
1348,8020,6
1365,8022,6
1365,8023,6
1365,8024,6
1365,8025,6
1365,8026,6
1350,8026,6
1350,8024,6
1397,8036,6
1343,8036,6
1324,8036,6
1401,8036,6
1363,8036,6
1381,8036,6
1323,8036,6
1329,8036,6
1539,8037,6
1539,8038,6
1309,8037,6
1309,8039,6
1373,7854,6
1373,8040,6
1373,8041,6
1364,8041,6
1349,13498,7
1321,13499,7
1361,13500,7
1371,13501,7
1358,13502,7
1368,13503,7
1368,13504,7
1339,13505,7
1336,13506,7
1550,13507,7
1550,13508,7
1327,13519,7
1359,13520,7
1365,13521,7
1329,13532,7
1373,13533,7
1373,13534,7
1373,13535,7
1373,13536,7
1373,13537,7
1365,13548,7
1373,13549,7
1373,13550,7
1384,1376,8
1384,1322,8
1384,1347,8
1384,1333,8
1384,1349,8
1384,1305,8
1384,1383,8
1333,1376,8
1333,1322,8
1333,1347,8
1333,1349,8
1333,1384,8
1333,1305,8
1333,1383,8
1347,1376,8
1347,1322,8
1347,1333,8
1347,1349,8
1347,1384,8
1347,1305,8
1347,1383,8
1305,1376,8
1305,1322,8
1305,1347,8
1305,1333,8
1305,1349,8
1305,1384,8
1305,1383,8
1376,1322,8
1376,1347,8
1376,1333,8
1376,1349,8
1376,1384,8
1376,1305,8
1376,1383,8
1395,1339,8
1402,1320,8
1334,1394,8
1334,1382,8
1334,1362,8
1394,1382,8
1394,1362,8
1394,1334,8
1362,1394,8
1362,1382,8
1362,1334,8
1366,1359,8
1386,1312,8
1386,1360,8
1386,1340,8
1386,1327,8
1386,1348,8
1386,1319,8
1386,1325,8
1340,1312,8
1340,1360,8
1340,1386,8
1340,1327,8
1340,1348,8
1340,1319,8
1340,1325,8
1319,1312,8
1319,1360,8
1319,1386,8
1319,1340,8
1319,1327,8
1319,1348,8
1319,1325,8
1312,1360,8
1312,1386,8
1312,1340,8
1312,1327,8
1312,1348,8
1312,1319,8
1312,1325,8
1325,1312,8
1325,1360,8
1325,1386,8
1325,1340,8
1325,1327,8
1325,1348,8
1325,1319,8
1360,1312,8
1360,1386,8
1360,1340,8
1360,1327,8
1360,1348,8
1360,1319,8
1360,1325,8
1348,1312,8
1348,1360,8
1348,1386,8
1348,1340,8
1348,1327,8
1348,1319,8
1348,1325,8
1350,1304,8
1350,1365,8
1397,1363,8
1397,1323,8
1397,1329,8
1397,1343,8
1397,1401,8
1397,1381,8
1397,1324,8
1343,1397,8
1343,1363,8
1343,1323,8
1343,1329,8
1343,1401,8
1343,1381,8
1343,1324,8
1324,1397,8
1324,1363,8
1324,1323,8
1324,1329,8
1324,1343,8
1324,1401,8
1324,1381,8
1401,1397,8
1401,1363,8
1401,1323,8
1401,1329,8
1401,1343,8
1401,1381,8
1401,1324,8
1363,1397,8
1363,1323,8
1363,1329,8
1363,1343,8
1363,1401,8
1363,1381,8
1363,1324,8
1381,1397,8
1381,1363,8
1381,1323,8
1381,1329,8
1381,1343,8
1381,1401,8
1381,1324,8
1323,1397,8
1323,1363,8
1323,1329,8
1323,1343,8
1323,1401,8
1323,1381,8
1323,1324,8
1364,1314,8
1364,1373,8
1349,1383,8
1349,1322,8
1349,1349,8
1349,1347,8
1349,1384,8
1349,1333,8
1349,1305,8
1349,1376,8
1321,1321,8
1361,1361,8
1371,1371,8
1358,1358,8
1368,1368,8
1339,1339,8
1339,1395,8
1320,1320,8
1320,1402,8
1382,1382,8
1382,1394,8
1382,1362,8
1382,1334,8
1336,1346,8
1550,1318,8
1387,1387,8
1396,1396,8
1327,1312,8
1327,1386,8
1327,1348,8
1327,1327,8
1327,1340,8
1327,1325,8
1327,1319,8
1327,1360,8
1359,1366,8
1359,1359,8
1365,1304,8
1365,1365,8
1365,1350,8
1329,1363,8
1329,1329,8
1329,1397,8
1329,1381,8
1329,1323,8
1329,1343,8
1329,1324,8
1329,1401,8
1539,1388,8
1309,1393,8
1309,1309,8
1373,1314,8
1373,1364,8
1373,1373,8
1346,1336,8
14404,14068,1
14404,14069,1
14404,14070,1
14404,14071,1
14404,14072,1
14404,14073,1
14404,14074,1
14404,14075,1
14404,14076,1
14404,14077,1
14423,14078,1
14423,14079,1
14423,14080,1
14423,14081,1
14423,14082,1
14423,14083,1
14426,14084,1
14426,14085,1
14426,14086,1
14426,14087,1
14428,14088,1
14428,14089,1
14438,14090,1
14438,14091,1
14438,14092,1
14438,14093,1
14438,14094,1
14438,14095,1
14438,14096,1
14198,14097,1
14198,14098,1
14198,14099,1
14198,14100,1
14198,14101,1
14198,14102,1
14198,14103,1
14198,14104,1
14198,14105,1
14198,14106,1
14442,14107,1
14442,14108,1
14405,1710,3
14405,1713,3
13980,1710,3
13980,1713,3
14406,1710,3
14406,1713,3
14407,1710,3
14407,1713,3
14411,1689,3
14411,1675,3
14411,1341,3
14411,1688,3
14411,1712,3
14411,785,3
14411,1701,3
14411,58,3
14411,22,3
14411,1686,3
14412,1708,3
14412,1703,3
14412,1687,3
14412,1682,3
14412,1684,3
14412,1678,3
14412,1698,3
14412,1673,3
14412,1674,3
14412,1694,3
14413,1704,3
14413,1689,3
14413,1695,3
14413,1707,3
14413,1711,3
14413,1720,3
14413,1679,3
14413,1698,3
14413,1699,3
14413,1673,3
14416,1701,3
14416,91,3
14416,1686,3
14416,1691,3
14416,1693,3
14417,1704,3
14417,1736,3
14417,1703,3
14417,1763,3
14417,1761,3
14417,1762,3
14417,1698,3
14417,1673,3
14417,1674,3
14417,1747,3
14420,1751,3
14420,1771,3
14420,1737,3
14420,1740,3
14421,1726,3
14421,1727,3
14421,1741,3
14421,1772,3
14421,674,3
14422,1750,3
14422,1755,3
14422,1058,3
14422,1029,3
14422,1023,3
14422,1028,3
13996,1718,3
14424,1740,3
14428,1742,3
14428,1733,3
14428,1731,3
14429,1732,3
14429,1739,3
14429,1757,3
14429,1754,3
14430,1767,3
14431,1675,3
14431,1710,3
14431,1713,3
14432,1734,3
14434,1734,3
14434,1760,3
14434,1769,3
13987,1729,3
13987,1725,3
13987,1730,3
13987,1724,3
13987,1770,3
14190,1744,3
13991,1696,3
14198,1768,3
14198,1735,3
14198,1752,3
14198,1764,3
13989,1677,3
14217,1748,3
14217,1759,3
14217,1758,3
14217,1749,3
14217,1765,3
14217,1756,3
14217,1743,3
14442,12,3
14442,1746,3
14405,7160,2
14405,7163,2
13980,7160,2
14406,7163,2
14407,7160,2
12294,7147,2
14411,8301,2
14411,8302,2
14411,8303,2
14411,8304,2
14411,8305,2
14411,8306,2
14411,7364,2
14411,8308,2
14411,7365,2
14411,7366,2
14412,8311,2
14412,8312,2
14412,8313,2
14412,8314,2
14412,8315,2
14412,8316,2
14412,8317,2
14412,8318,2
14412,8319,2
14412,8320,2
14413,8311,2
14413,8312,2
14413,8313,2
14413,8314,2
14413,8315,2
14413,8316,2
14413,8317,2
14413,8318,2
14413,8319,2
14413,8320,2
14415,8321,2
14416,8322,2
14416,8323,2
14416,8324,2
14416,8321,2
14416,8325,2
14416,8326,2
14416,7187,2
14416,7526,2
14417,8311,2
14417,8312,2
14417,8313,2
14417,8314,2
14417,8315,2
14417,8316,2
14417,8317,2
14417,8318,2
14417,8319,2
14417,8320,2
14419,8321,2
14420,8329,2
14420,8330,2
14420,8331,2
14420,8332,2
14420,8333,2
14420,7157,2
14420,8335,2
14421,8336,2
14421,7160,2
14421,8337,2
14422,8339,2
14422,8340,2
14422,8341,2
14422,7158,2
14422,8343,2
14422,7168,2
14422,7159,2
14422,8346,2
14422,7163,2
14422,8347,2
13996,8236,2
13996,8348,2
13996,7158,2
13996,7159,2
13996,7160,2
13996,7192,2
13996,8350,2
13996,7687,2
13996,7163,2
13996,8237,2
14424,8351,2
14424,8352,2
14424,8353,2
14424,8354,2
14425,7240,2
14425,7799,2
14425,7159,2
14427,7240,2
14427,7160,2
14429,7157,2
14429,7158,2
14429,8357,2
14429,7160,2
14429,8350,2
14429,8358,2
14429,7162,2
14429,7163,2
14429,8360,2
14429,8239,2
14430,8361,2
14431,7158,2
14431,7159,2
14431,7160,2
14431,7162,2
14433,8362,2
14280,8363,2
14434,7098,2
14434,7511,2
14434,8366,2
14434,8239,2
13987,8223,2
13987,8224,2
13987,8367,2
13987,8368,2
13987,8369,2
13987,8370,2
13987,8371,2
13987,8372,2
13987,8373,2
13987,8374,2
14190,8375,2
14190,7158,2
14190,7168,2
14190,7159,2
14190,8376,2
14190,8239,2
13991,7158,2
13991,7159,2
13991,7160,2
13991,7687,2
13991,7162,2
13991,8377,2
14198,8378,2
14198,8379,2
14198,8380,2
14198,8381,2
13989,7168,2
13989,8382,2
14441,8383,2
14441,8384,2
14217,8385,2
14217,8386,2
14217,8387,2
14217,8388,2
14217,8389,2
14217,8390,2
14217,8391,2
14217,8392,2
14217,8393,2
14217,8394,2
14404,14109,1
14404,14110,1
14404,14111,1
14404,14112,1
14404,14113,1
14404,14114,1
14404,14115,1
14404,14116,1
14405,14117,1
14405,14118,1
13980,14118,1
13980,14119,1
14406,14118,1
14406,14120,1
14407,14118,1
14407,14121,1
14411,14121,1
14411,14121,1
14411,14121,1
14411,14121,1
14411,14121,1
14411,14121,1
14411,14121,1
14411,14121,1
14411,14121,1
14411,14121,1
14412,17717,1
14412,17718,1
14412,19473,1
14412,17719,1
14412,19474,1
14412,17722,1
14412,19475,1
14412,19476,1
14412,19476,1
14412,19476,1
14413,17714,1
14413,17717,1
14413,17720,1
14413,19479,1
14413,19474,1
14413,19475,1
14413,19480,1
14413,19481,1
14413,19476,1
14413,19476,1
14416,19483,1
14416,19484,1
14416,19485,1
14416,19486,1
14416,19487,1
14416,19488,1
14416,19489,1
14416,19490,1
14416,19491,1
14416,19492,1
14417,17714,1
14417,17717,1
14417,17719,1
14417,19474,1
14417,19475,1
14417,19480,1
14417,19481,1
14417,19476,1
14417,19493,1
14417,19493,1
14418,19495,1
14418,19496,1
14419,19497,1
14419,19498,1
14420,19499,1
14420,12661,1
14420,19500,1
14420,13318,1
14420,12150,1
14420,19501,1
14420,19502,1
14420,19503,1
14420,19504,1
14420,19505,1
14421,19506,1
14421,19507,1
14421,19508,1
14421,14127,1
14421,14128,1
14421,14129,1
14421,14130,1
14421,14131,1
14421,14132,1
14421,14133,1
13996,13996,1
13996,13018,1
13996,14135,1
13996,14136,1
13996,14118,1
13996,14137,1
14424,14138,1
14424,14139,1
14424,14140,1
14424,14141,1
14424,14142,1
14424,14143,1
14424,14144,1
14424,14145,1
14424,14146,1
14424,14147,1
14425,14148,1
14425,14149,1
14425,14150,1
14427,14151,1
14427,14152,1
14427,14153,1
14429,13018,1
14429,14154,1
14429,14155,1
14429,14156,1
14429,14157,1
14429,14118,1
14429,14158,1
14429,14159,1
14429,14160,1
14429,14161,1
14430,14162,1
14430,14163,1
14431,14163,1
14431,14165,1
14431,14166,1
14431,14166,1
14431,14118,1
14431,14168,1
14432,14168,1
14432,14168,1
14432,14168,1
14432,14168,1
14432,14168,1
14432,14168,1
14432,14168,1
14432,14168,1
14432,14168,1
14432,14168,1
14433,14179,1
13987,14180,1
13987,14181,1
13987,14182,1
13987,14183,1
13987,14184,1
13987,14185,1
13987,14186,1
13987,14187,1
13987,14188,1
13987,14189,1
14190,14190,1
14190,13018,1
14190,14191,1
14190,14192,1
14190,14118,1
14190,14193,1
14190,14194,1
13991,14195,1
13991,13018,1
13991,14196,1
13991,14118,1
14198,14197,1
14198,12661,1
14198,14198,1
14198,14199,1
14198,12150,1
14198,14200,1
14198,14201,1
14198,14202,1
14198,14203,1
14198,14204,1
13989,13018,1
13989,14205,1
13989,14206,1
13989,14118,1
14441,14207,1
14441,14208,1
14441,14209,1
14441,14210,1
14441,14211,1
14441,14212,1
14441,14213,1
14441,14214,1
14441,14215,1
14441,14216,1
14217,14217,1
14217,14218,1
14217,14219,1
14217,14220,1
14217,14221,1
14217,14222,1
14217,14223,1
14217,14224,1
14217,14225,1
14217,14226,1
14442,14227,1
14442,14228,1
14442,14229,1
14412,14230,1
14413,14231,1
14413,14232,1
14422,14233,1
14422,14234,1
14422,14235,1
14422,14236,1
14422,14237,1
14422,14238,1
14422,14239,1
14422,14240,1
14422,14241,1
14422,14242,1
13996,14243,1
14424,14244,1
14428,14245,1
14428,13100,1
14428,13103,1
14428,14248,1
14431,14249,1
14432,14250,1
14280,14251,1
14280,14252,1
14280,14253,1
14434,14254,1
14434,14255,1
14190,14243,1
13991,14243,1
14442,14256,1
14442,14257,1
8395,5929,4
8395,5940,4
8395,5943,4
8395,5962,4
8395,5989,4
8395,6000,4
8395,5974,4
8395,5949,4
8395,5998,4
8395,5950,4
8396,5997,4
8396,5985,4
8396,5992,4
8396,5988,4
8396,5986,4
8396,5978,4
8396,5984,4
8396,5958,4
8396,5963,4
8396,5993,4
8398,6003,4
8398,5999,4
8398,5953,4
8398,5968,4
8398,5955,4
8398,5959,4
8398,5960,4
8398,5980,4
8398,5979,4
8398,5983,4
8375,1744,4
8382,5982,4
8382,5991,4
8382,5954,4
8348,5971,4
8348,5952,4
8348,1718,4
8348,5956,4
8363,5969,4
8399,5972,4
8399,6001,4
8399,5995,4
8399,5976,4
8399,5957,4
8400,5973,4
8400,5965,4
8400,5966,4
8400,5961,4
8400,5994,4
8400,5967,4
8400,5951,4
8400,6002,4
8400,5975,4
8400,5996,4
8401,5981,4
8401,5970,4
8401,5990,4
8401,5977,4
8401,5987,4
8401,5964,4
8401,6026,4
8401,6021,4
8401,6045,4
8401,6043,4
8402,6050,4
8402,6051,4
8402,6018,4
8402,6011,4
8402,6017,4
8402,6015,4
8402,6027,4
8402,6041,4
8402,6030,4
8402,6047,4
8403,2751,4
8403,2823,4
8403,2802,4
8403,2843,4
8403,2833,4
8403,2799,4
8403,2781,4
8403,2812,4
8403,2819,4
8403,2800,4
8404,6040,4
8404,6008,4
8404,6032,4
8404,6013,4
8404,6033,4
8404,6031,4
8404,6007,4
8404,6012,4
8404,6034,4
8404,6053,4
8405,6025,4
8406,6035,4
8406,6016,4
8407,6023,4
8407,6024,4
8407,6049,4
8407,6019,4
8407,6052,4
8407,6020,4
8407,6048,4
8407,6038,4
8408,6006,4
8408,6042,4
8408,6037,4
8408,6005,4
8408,6004,4
8408,6009,4
8409,6010,4
8409,6036,4
8409,6014,4
8409,6046,4
8409,6029,4
8409,6028,4
8409,6044,4
8409,6039,4
8409,6022,4
8409,6060,4
8410,6098,4
8412,6071,4
8414,6069,4
8415,6084,4
8415,6078,4
8415,6077,4
8415,6059,4
8415,6083,4
8415,6087,4
8415,6056,4
8415,6057,4
8416,6080,4
8416,6074,4
8416,6070,4
8417,6067,4
8417,6064,4
8418,6061,4
8418,6054,4
8418,6073,4
8420,6062,4
8420,6082,4
8421,6092,4
8422,6072,4
8422,6097,4
8422,6096,4
8422,6063,4
8423,6058,4
8424,6075,4
8424,6089,4
8424,6090,4
8425,6068,4
8425,6086,4
8425,6081,4
8425,6065,4
8425,6076,4
8425,6093,4
8425,6079,4
8425,6088,4
8425,6085,4
8425,6091,4
8426,6094,4
8427,6055,4
8427,6066,4
8395,14258,5
8395,14259,5
8395,14260,5
8395,14261,5
8395,14262,5
8395,14263,5
8396,14264,5
8396,14265,5
8397,14266,5
8397,14267,5
8397,14268,5
8397,14269,5
8397,14270,5
8397,14271,5
8397,14272,5
8397,14273,5
8397,14274,5
8397,14275,5
8398,14276,5
8398,14277,5
8398,14278,5
8375,14190,5
8375,14279,5
8382,13988,5
8382,13989,5
8382,13990,5
8348,13996,5
8348,13997,5
8348,13998,5
8363,14280,5
8363,14281,5
8363,14282,5
8363,14283,5
8401,14284,5
8401,14285,5
8401,14286,5
8401,14287,5
8401,14288,5
8401,14289,5
8401,14290,5
8401,14291,5
8401,14292,5
8401,14293,5
8408,14294,5
8412,14295,5
8413,14296,5
8413,14297,5
8413,14298,5
8413,14299,5
8413,14300,5
8413,14301,5
8413,14302,5
8413,14303,5
8413,14304,5
8413,14305,5
8415,14306,5
8415,14307,5
8415,14308,5
8416,14309,5
8416,14310,5
8416,14311,5
8416,14312,5
8416,14313,5
8416,14314,5
8416,14315,5
8416,14316,5
8416,14317,5
8416,14318,5
8418,14319,5
8418,14320,5
8418,14321,5
8418,14322,5
8418,14323,5
8418,14324,5
8418,14325,5
8419,14326,5
8419,14327,5
8419,14328,5
8419,14329,5
8419,14330,5
8419,14331,5
8419,14332,5
8419,14333,5
8419,14334,5
8419,14335,5
8420,14336,5
8420,14337,5
8420,14338,5
8423,14339,5
8425,14340,5
8425,14341,5
8395,14342,5
8395,14343,5
8395,14344,5
8397,14345,5
8397,14346,5
8397,14347,5
8397,14348,5
8397,14349,5
8397,14350,5
8398,14351,5
8398,14352,5
8398,14353,5
8398,14354,5
8375,14355,5
8375,14039,5
8375,14356,5
8375,14357,5
8382,14039,5
8382,14358,5
8348,14039,5
8363,14359,5
8363,14360,5
8363,14361,5
8363,14362,5
8363,14363,5
8363,14364,5
8399,14045,5
8399,14365,5
8399,13447,5
8400,14367,5
8400,14368,5
8401,14369,5
8401,14370,5
8403,13447,5
8403,14371,5
8403,14372,5
8404,14373,5
8406,14374,5
8407,14373,5
8408,14375,5
8411,14374,5
8411,14373,5
8412,14376,5
8412,14374,5
8412,14377,5
8412,14378,5
8413,14379,5
8413,14380,5
8413,14381,5
8413,14382,5
8414,14383,5
8414,14384,5
8414,14385,5
8416,12933,5
8416,14387,5
8416,14388,5
8416,14389,5
8416,14390,5
8417,14391,5
8418,14392,5
8418,13447,5
8419,12280,5
8419,14342,5
8419,14394,5
8419,14395,5
8419,14343,5
8419,14344,5
8419,14396,5
8419,14397,5
8424,14398,5
8424,14371,5
8424,14399,5
8424,14400,5
8425,14401,5
8426,14402,5
8427,14402,5
8427,13447,5
8427,14356,5
8427,14357,5
1624,7037,6
1710,7036,6
1710,7037,6
1710,7852,6
1710,8200,6
1710,8201,6
1710,8202,6
1653,8203,6
1653,8204,6
1653,8205,6
1653,8206,6
1653,8207,6
1653,8208,6
1653,8209,6
1653,8210,6
1653,8211,6
1653,8212,6
1774,8213,6
1774,8214,6
1774,8215,6
1774,8216,6
1774,8217,6
1774,8218,6
1774,8219,6
1774,8220,6
1774,8221,6
1774,8222,6
1730,8223,6
1730,8224,6
1775,8225,6
1775,8226,6
1775,8223,6
1775,8224,6
1658,7685,6
1677,8228,6
1677,7039,6
1677,7040,6
1677,7041,6
1677,7038,6
1677,7685,6
1677,7688,6
1677,7687,6
1677,7702,6
1677,8200,6
1610,8236,6
1610,8237,6
1696,7038,6
1696,7041,6
1696,7039,6
1696,7040,6
1696,7685,6
1696,7688,6
1696,7687,6
1696,7686,6
1696,7702,6
1696,8239,6
1597,7685,6
1597,7687,6
1597,8237,6
1597,8236,6
1599,7687,6
1576,7297,6
1576,8239,6
1576,8241,6
1576,7852,6
1576,8242,6
1576,8243,6
1603,7685,6
1603,7687,6
1603,8237,6
1603,8236,6
1612,7685,6
1718,7040,6
1718,7038,6
1718,7041,6
1718,7039,6
1718,7685,6
1718,7688,6
1718,7686,6
1718,7687,6
1718,7702,6
1718,8239,6
1590,8236,6
1590,8237,6
1591,8244,6
1591,8239,6
1591,8245,6
1584,8246,6
1584,8247,6
1584,8248,6
1584,8249,6
1584,8250,6
1584,8251,6
1584,8252,6
1584,8253,6
1584,8254,6
1584,8255,6
1778,8256,6
1778,8257,6
1780,8258,6
1780,8259,6
1780,8260,6
1780,8261,6
1780,8262,6
1780,8263,6
1641,8264,6
1641,8265,6
1641,8266,6
1671,8264,6
1671,8265,6
1671,8266,6
1643,8264,6
1776,8267,6
1776,8268,6
1776,8269,6
1776,8270,6
1776,8271,6
1776,8272,6
1654,8273,6
1654,8274,6
1654,8275,6
1649,8277,6
1649,8275,6
1649,8278,6
1715,8279,6
1715,8275,6
1715,8280,6
1715,8281,6
1715,8278,6
1690,7296,6
1690,8283,6
1690,8275,6
1690,8278,6
1657,8275,6
1657,8281,6
1663,8274,6
1663,8275,6
1651,8275,6
1651,8280,6
1651,8281,6
1651,8278,6
1680,7296,6
1680,8284,6
1680,8275,6
1634,8285,6
1634,8274,6
1634,8275,6
1722,8274,6
1722,8275,6
1692,8274,6
1692,8275,6
1660,8275,6
1660,8280,6
1660,8281,6
1660,8278,6
1716,8286,6
1716,8275,6
1627,8287,6
1627,8274,6
1627,8275,6
1697,8281,6
1706,8275,6
1706,8280,6
1706,8281,6
1630,8275,6
1700,8281,6
1652,7296,6
1652,8288,6
1652,8275,6
1652,8280,6
1652,8281,6
1642,8289,6
1642,8290,6
1642,8291,6
1642,8292,6
1642,7119,6
1642,8281,6
1642,8294,6
1642,8295,6
1642,7271,6
1642,8297,6
1668,8294,6
1636,8281,6
1710,13977,7
1710,13978,7
1710,13979,7
1710,13980,7
1710,13981,7
1710,13982,7
1710,13983,7
1710,13984,7
1710,13985,7
1710,13986,7
1730,13987,7
1677,13988,7
1677,13989,7
1677,13990,7
1696,13991,7
1696,13992,7
1576,13993,7
1576,13994,7
1576,13995,7
1718,13996,7
1718,13997,7
1718,13998,7
1584,13999,7
1584,14000,7
1584,14001,7
1584,14002,7
1584,14003,7
1584,14004,7
1584,14005,7
1584,14006,7
1584,14007,7
1584,14008,7
1778,14009,7
1649,14010,7
1651,14011,7
1651,14012,7
1651,14013,7
1660,14014,7
1627,14015,7
1627,14016,7
1652,14017,7
1653,14018,7
1653,14019,7
1653,14020,7
1653,14021,7
1653,14022,7
1653,14023,7
1653,14024,7
1653,14025,7
1653,14026,7
1653,14027,7
1775,14028,7
1677,14029,7
1677,14030,7
1677,12094,7
1677,12095,7
1677,14033,7
1677,14034,7
1677,14035,7
1677,14036,7
1677,14037,7
1677,14038,7
1696,12094,7
1696,12095,7
1696,14039,7
1696,14040,7
1576,14039,7
1576,14041,7
1576,14040,7
1718,14039,7
1718,14041,7
1718,14040,7
1584,14042,7
1584,14043,7
1584,14044,7
1584,12094,7
1584,12095,7
1584,14045,7
1584,12913,7
1584,14047,7
1584,12922,7
1584,14049,7
1778,14050,7
1778,14051,7
1778,14052,7
1778,14053,7
1778,14054,7
1778,14055,7
1778,14056,7
1778,14057,7
1778,14058,7
1641,14059,7
1671,14060,7
1671,14051,7
1671,14052,7
1671,13549,7
1671,14054,7
1671,14045,7
1671,14062,7
1776,13549,7
1776,14063,7
1776,14064,7
1654,14065,7
1627,14066,7
1652,14067,7
1652,14066,7
1774,1598,8
1774,1609,8
1774,1578,8
1774,1617,8
1774,1596,8
1774,1614,8
1774,1592,8
1774,1580,8
1774,1611,8
1730,1601,8
1730,1574,8
1730,1575,8
1730,1615,8
1730,1604,8
1730,1582,8
1730,1605,8
1730,1606,8
1730,1608,8
1730,1587,8
1775,1601,8
1775,1574,8
1775,1575,8
1775,1615,8
1775,1604,8
1775,1582,8
1775,1605,8
1775,1606,8
1775,1608,8
1775,1587,8
1610,1599,8
1610,1597,8
1597,1610,8
1597,1599,8
1599,1610,8
1599,1597,8
1773,1576,8
1603,1590,8
1603,1612,8
1612,1590,8
1612,1603,8
1590,1612,8
1590,1603,8
1591,1584,8
1777,1584,8
1777,1591,8
1778,1622,8
1778,1619,8
1778,1602,8
1778,1585,8
1778,1600,8
1778,1616,8
1778,1577,8
1778,1588,8
1778,1583,8
1778,1618,8
1779,1607,8
1779,1573,8
1779,1621,8
1779,1586,8
1779,1589,8
1779,1593,8
1779,1595,8
1779,1579,8
1779,1594,8
1779,1620,8
1780,1613,8
1780,1581,8
1780,1633,8
1780,1625,8
1780,1638,8
1780,1632,8
1780,1659,8
1780,1631,8
1780,1626,8
1780,1666,8
1641,1671,8
1641,1643,8
1643,1671,8
1643,1641,8
1776,1672,8
1776,1670,8
1776,1661,8
1776,1628,8
1776,1664,8
1776,1656,8
1776,1635,8
1776,1623,8
1776,1665,8
1776,1637,8
1663,1654,8
1722,1634,8
1692,1627,8
1697,1651,8
1706,1652,8
1630,1649,8
1700,1660,8
1668,1642,8
1668,1636,8
1636,1642,8
1636,1668,8
1710,1624,8
1653,1653,8
1653,1644,8
1653,1650,8
1653,1655,8
1653,1645,8
1653,1667,8
1653,1647,8
1653,1640,8
1653,1648,8
1653,1669,8
1775,1639,8
1677,1658,8
1696,1610,8
1696,1599,8
1696,1597,8
1576,1576,8
1718,1590,8
1718,1603,8
1718,1612,8
1584,1584,8
1584,1591,8
1778,1662,8
1778,1629,8
1780,1646,8
1671,1643,8
1671,1671,8
1671,1641,8
1654,1654,8
1654,1663,8
1649,1630,8
1649,1649,8
1715,1657,8
1690,1716,8
1651,1651,8
1651,1697,8
1680,1680,8
1680,1714,8
1634,1634,8
1634,1722,8
1660,1660,8
1660,1700,8
1627,1627,8
1627,1692,8
1652,1652,8
1652,1706,8
1642,1636,8
1642,1668,8
1642,1642,8
1624,1710,8
1774,1717,8
1730,1685,8
1775,1685,8
1658,1677,8
1610,1696,8
1597,1696,8
1599,1696,8
1603,1718,8
1612,1718,8
1590,1718,8
1778,1719,8
1779,1676,8
1780,1683,8
1657,1715,8
1716,1690,8
14732,14510,1
14705,14511,1
14738,14512,1
14738,14513,1
14738,14514,1
14738,14515,1
14738,14516,1
14738,14517,1
14738,14518,1
14738,14519,1
14738,14520,1
14738,14521,1
14739,14492,1
14739,14522,1
14739,14523,1
14739,14524,1
14739,14525,1
14739,14526,1
14739,14527,1
14739,14528,1
14739,14529,1
14739,14530,1
14740,14531,1
14740,14522,1
14740,14523,1
14740,14524,1
14740,14525,1
14740,14526,1
14740,14527,1
14740,14528,1
14740,14529,1
14740,14530,1
14741,14532,1
14741,14533,1
14741,14534,1
14741,14535,1
14741,14536,1
14741,14537,1
14741,14538,1
14741,14539,1
14741,14540,1
14741,14541,1
14751,14542,1
14751,14543,1
14751,14544,1
14751,14545,1
14751,14546,1
14751,14547,1
14751,14548,1
14751,14549,1
14751,14550,1
14751,14551,1
14553,14552,1
