ID,Domain,length,number_percent,char_percent,special_char_percent,domain_depth,tag
981,202110034.qki6.com,18,0.5555555555555556,0.8888888888888888,1.0,3,5
982,glitch.me,9,0.0,0.8888888888888888,1.0,2,5
985,1147283.qki6.com,16,0.5,0.875,1.0,3,5
986,bh4w9bpdv1xtlub.shawnabuddicom.com,34,0.08823529411764706,0.9411764705882353,1.0,3,5
987,ijhlpkga.shawnabuddicom.com,27,0.0,0.9259259259259259,1.0,3,5
988,chnzhu.win,10,0.0,0.9,1.0,2,5
989,clip.shangweidesign.com,23,0.0,0.9130434782608695,1.0,3,5
990,gygscd.sanjidianzi.net,22,0.0,0.9090909090909091,1.0,3,5
991,8sw7llzqgoyjiuxs.lginstree.com,30,0.06666666666666667,0.9333333333333333,1.0,3,5
992,0pnoa3nsoeshuelz.lginstree.com,30,0.06666666666666667,0.9333333333333333,1.0,3,5
993,bonusbook.net,13,0.0,0.9230769230769231,1.0,2,5
994,mail.ephemermail.io,19,0.0,0.8947368421052632,1.0,3,5
995,news.shangrilaexports.com,25,0.0,0.92,1.0,3,5
996,srv-523.online,14,0.21428571428571427,0.8571428571428571,0.9285714285714286,2,5
997,adfs.zabbixasaservice.com,25,0.0,0.92,1.0,3,5
998,wells.news-user-fargo.com,25,0.0,0.84,0.92,3,5
999,labadie.72yhu0lkdz-jqp3vnezy650.p.temp-site.link,48,0.14583333333333334,0.875,0.9583333333333334,5,5
1000,li1471-101.members.linode.com,29,0.2413793103448276,0.8620689655172413,0.9655172413793104,4,5
1001,seachers.net,12,0.0,0.9166666666666666,1.0,2,5
1002,www.hostingbanua.com,20,0.0,0.9,1.0,3,5
1003,jcdn.jsoid.com,14,0.0,0.8571428571428571,1.0,3,5
1004,files.zabbixasaservice.com,26,0.0,0.9230769230769231,1.0,3,5
1005,ns1.grimindice.com,18,0.05555555555555555,0.8888888888888888,1.0,3,5
1006,ns1.comfortdns.net,18,0.05555555555555555,0.8888888888888888,1.0,3,5
1007,grimindice.com,14,0.0,0.9285714285714286,1.0,2,5
1008,0pnoa3nsoeshuelz.spencerday.com,31,0.06451612903225806,0.9354838709677419,1.0,3,5
1009,mlb.oxc.io,10,0.0,0.8,1.0,3,5
1010,ea.crazyrich.club,17,0.0,0.8823529411764706,1.0,3,5
1011,zergbase.mooo.com,17,0.0,0.8823529411764706,1.0,3,5
1012,uat.zabbixasaservice.com,24,0.0,0.9166666666666666,1.0,3,5
1013,www.yeyedh3.cc,14,0.07142857142857142,0.8571428571428571,1.0,3,5
1014,sez.strangled.net,17,0.0,0.8823529411764706,1.0,3,5
1015,ns2.grimindice.com,18,0.05555555555555555,0.8888888888888888,1.0,3,5
1016,chris201.net,12,0.25,0.9166666666666666,1.0,2,5
1017,www.zabbixasaservice.com,24,0.0,0.9166666666666666,1.0,3,5
1018,file.log4jv.info,16,0.0625,0.875,1.0,3,5
1019,sdhjgfjhgasdfghrebcbvv.72yhu0lkdz-jqp3vnezy650.p.temp-site.link,63,0.1111111111111111,0.9047619047619048,0.9682539682539683,5,5
1020,www.microsoft.comwww.microsoft.com,34,0.0,0.8823529411764706,1.0,5,5
1021,champions40day.mollasalehi.ir,29,0.06896551724137931,0.9310344827586207,1.0,3,5
1022,hostingbanua.com,16,0.0,0.9375,1.0,2,5
1023,download.windowsupdate.com.edgesuite.net,40,0.0,0.9,1.0,5,5
1024,102.177.158.58.in-addr.arpa,27,0.4074074074074074,0.7777777777777778,0.9629629629629629,6,5
1025,news.sqllitlever.info,21,0.0,0.9047619047619048,1.0,3,5
1026,57.184.247.72.in-addr.arpa,26,0.38461538461538464,0.7692307692307693,0.9615384615384616,6,5
1027,allsafebrowsing.com,19,0.0,0.9473684210526315,1.0,2,5
1028,www.download.windowsupdate.com,30,0.0,0.9,1.0,4,5
1029,a767.dspw65.akamai.net,22,0.22727272727272727,0.8636363636363636,1.0,4,5
1030,ichefbcci.is-a-chef.com,23,0.0,0.8260869565217391,0.9130434782608695,3,5
1031,www.ephemermail.io,18,0.0,0.8888888888888888,1.0,3,5
1032,newinnovationcart.com,21,0.0,0.9523809523809523,1.0,2,5
1033,1973whsreunion.zabbixasaservice.com,35,0.11428571428571428,0.9428571428571428,1.0,3,5
1034,fivem.geenbuffer.com,20,0.0,0.9,1.0,3,5
1035,ss2.us,6,0.16666666666666666,0.8333333333333334,1.0,2,5
1036,2000-be.com,11,0.36363636363636365,0.8181818181818182,0.9090909090909091,2,5
1037,www.honeydice.net,17,0.0,0.8823529411764706,1.0,3,5
1038,debian-package.center,21,0.0,0.9047619047619048,0.9523809523809523,2,5
1039,ns1.typepad.studio,18,0.05555555555555555,0.8888888888888888,1.0,3,5
1040,www.seachers.net,16,0.0,0.875,1.0,3,5
1041,shangrilaexports.com,20,0.0,0.95,1.0,2,5
1042,imap.d4mo.com,13,0.07692307692307693,0.8461538461538461,1.0,3,5
1043,ns2.comfortdns.net,18,0.05555555555555555,0.8888888888888888,1.0,3,5
1044,kopfeffdwag.com,15,0.0,0.9333333333333333,1.0,2,5
1045,master-internal.oxc.io,22,0.0,0.8636363636363636,0.9545454545454546,3,5
1046,m.zabbixasaservice.com,22,0.0,0.9090909090909091,1.0,3,5
1047,help-policy-wells.com,21,0.0,0.8571428571428571,0.9047619047619048,2,5
1048,fatqb.xyz,9,0.0,0.8888888888888888,1.0,2,5
1049,nnggmpggmeggidggmpggmaggmlggmnggjoggnkggniggmoggmiggmdggmbgg.ijklbkgn.reaplapguizar.club,88,0.0,0.9659090909090909,1.0,4,5
1050,mail.zabbixasaservice.com,25,0.0,0.92,1.0,3,5
1051,rcvryacmeidgfjhgsdgasdg.72yhu0lkdz-jqp3vnezy650.p.temp-site.link,64,0.109375,0.90625,0.96875,5,5
1052,0dfbpyth5hhrwixy.spencerday.com,31,0.06451612903225806,0.9354838709677419,1.0,3,5
1053,webmail.zabbixasaservice.com,28,0.0,0.9285714285714286,1.0,3,5
1054,relay.d4mo.com,14,0.07142857142857142,0.8571428571428571,1.0,3,5
1055,honeydice.net,13,0.0,0.9230769230769231,1.0,2,5
1056,ephemermail.io,14,0.0,0.9285714285714286,1.0,2,5
1057,mail.d4mo.com,13,0.07692307692307693,0.8461538461538461,1.0,3,5
1058,2-01-3cf7-0009.cdx.cedexis.net,30,0.3,0.8,0.9,4,5
1059,cooperative-supreme-pisces.glitch.me,36,0.0,0.8888888888888888,0.9444444444444444,3,5
1060,office.allsafebrowsing.com,26,0.0,0.9230769230769231,1.0,3,5
1061,www.newinnovationcart.com,25,0.0,0.92,1.0,3,5
1062,riviou.com,10,0.0,0.9,1.0,2,5
1063,comfortdns.net,14,0.0,0.9285714285714286,1.0,2,5
1065,ns2.typepad.studio,18,0.05555555555555555,0.8888888888888888,1.0,3,5
1066,gc.chnzhu.win,13,0.0,0.8461538461538461,1.0,3,5
1067,www.topnewsevents.com,21,0.0,0.9047619047619048,1.0,3,5
1068,mage.ignorelist.com,19,0.0,0.8947368421052632,1.0,3,5
1069,log.osloger.biz,15,0.0,0.8666666666666667,1.0,3,5
1070,thi.amazon113.tk,16,0.1875,0.875,1.0,3,5
1072,jsoid.com,9,0.0,0.8888888888888888,1.0,2,5
1073,x.ss2.us,8,0.125,0.75,1.0,3,5
1074,0pnoa3nsoeshuelz.shawnabuddicom.com,35,0.05714285714285714,0.9428571428571428,1.0,3,5
1075,awu2.pilus.rocks,16,0.0625,0.875,1.0,3,5
1076,digitaldom.info,15,0.0,0.9333333333333333,1.0,2,5
1077,shangweidesign.com,18,0.0,0.9444444444444444,1.0,2,5
1079,ijklbkgn.reaplapguizar.club,27,0.0,0.9259259259259259,1.0,3,5
1080,adelinega.club,14,0.0,0.9285714285714286,1.0,2,5
1082,gasmantuldhasasdfdfhg.72yhu0lkdz-jqp3vnezy650.p.temp-site.link,62,0.11290322580645161,0.9032258064516129,0.967741935483871,5,5
1083,yeyedh3.cc,10,0.1,0.9,1.0,2,5
1084,forum.zabbixasaservice.com,26,0.0,0.9230769230769231,1.0,3,5
1085,hotmarte.net,12,0.0,0.9166666666666666,1.0,2,5
1086,topnewsevents.com,17,0.0,0.9411764705882353,1.0,2,5
1087,news-user-fargo.com,19,0.0,0.8421052631578947,0.8947368421052632,2,5
1088,a.lotorgas.ru,13,0.0,0.8461538461538461,1.0,3,5
1089,pixels.mom,10,0.0,0.9,1.0,2,5
1090,shoppingarea.info,17,0.0,0.9411764705882353,1.0,2,5
1091,v2ray-sg6.protected.ph,22,0.09090909090909091,0.8636363636363636,0.9545454545454546,3,5
1092,token.im.imtoken.org.uk,23,0.0,0.8260869565217391,1.0,5,5
1093,bscscan.com.imtoken.org.uk,26,0.0,0.8461538461538461,1.0,5,5
1094,arrowpossibility.com,20,0.0,0.95,1.0,2,5
1095,deception.lotorgas.ru,21,0.0,0.9047619047619048,1.0,3,5
1096,nederland-server1.email,23,0.043478260869565216,0.9130434782608695,0.9565217391304348,2,5
1097,debtflatware.com,16,0.0,0.9375,1.0,2,5
1098,grandfatherobject.com,21,0.0,0.9523809523809523,1.0,2,5
1099,login.ticket.service-now.eu.com,31,0.0,0.8387096774193549,0.967741935483871,5,5
1100,info.misconfused.org,20,0.0,0.9,1.0,3,5
1101,www.repairshome.website,23,0.0,0.9130434782608695,1.0,3,5
1102,aprile79genesh.com,18,0.1111111111111111,0.9444444444444444,1.0,2,5
1103,rdns0.ayarnofoods.com,21,0.047619047619047616,0.9047619047619048,1.0,3,5
1104,ethereum.org.imtoken.org.uk,27,0.0,0.8518518518518519,1.0,5,5
1105,tronscan.org.imtoken.org.uk,27,0.0,0.8518518518518519,1.0,5,5
1106,apul5681genesh.com,18,0.2222222222222222,0.9444444444444444,1.0,2,5
1107,ylbasiout.com,13,0.0,0.9230769230769231,1.0,2,5
1108,zcus.myseedbox.site,19,0.0,0.8947368421052632,1.0,3,5
1109,deep52.lotorgas.ru,18,0.1111111111111111,0.8888888888888888,1.0,3,5
1110,www.myvodafone.online,21,0.0,0.9047619047619048,1.0,3,5
1111,bootstrap.cssracniu.com,23,0.0,0.9130434782608695,1.0,3,5
1112,basemist.com,12,0.0,0.9166666666666666,1.0,2,5
1113,server2.z8rack.com,18,0.1111111111111111,0.8888888888888888,1.0,3,5
1114,www.releaseyourlimits.com,25,0.0,0.92,1.0,3,5
1115,kltinvest.com,13,0.0,0.9230769230769231,1.0,2,5
1116,trade.kltinvest.com,19,0.0,0.8947368421052632,1.0,3,5
1117,e-learning.sjbingdu.info,24,0.0,0.875,0.9583333333333334,3,5
1118,art.guillermoespana.com,23,0.0,0.9130434782608695,1.0,3,5
1119,deep36.lotorgas.ru,18,0.1111111111111111,0.8888888888888888,1.0,3,5
1120,declared.lotorgas.ru,20,0.0,0.9,1.0,3,5
1121,alobisnis.com,13,0.0,0.9230769230769231,1.0,2,5
1122,www.wertomtop.com,17,0.0,0.8823529411764706,1.0,3,5
1123,aprincegenesh.com,17,0.0,0.9411764705882353,1.0,2,5
1124,alert002mtb.serveuser.com,25,0.12,0.92,1.0,3,5
1125,decision.lotorgas.ru,20,0.0,0.9,1.0,3,5
1126,refundv3.nl,11,0.09090909090909091,0.9090909090909091,1.0,2,5
1127,kimpganews.guru,15,0.0,0.9333333333333333,1.0,2,5
1128,godaddy.ticket.service-now.eu.com,33,0.0,0.8484848484848485,0.9696969696969697,5,5
1129,tellecom.us,11,0.0,0.9090909090909091,1.0,2,5
1130,bargrandfather.com,18,0.0,0.9444444444444444,1.0,2,5
1131,mail.wjjiutia.com,17,0.0,0.8823529411764706,1.0,3,5
1132,deceive87.lotorgas.ru,21,0.09523809523809523,0.9047619047619048,1.0,3,5
1133,www.blast55fifa.net,19,0.10526315789473684,0.8947368421052632,1.0,3,5
1134,downloads.hindugodsongs.com,27,0.0,0.9259259259259259,1.0,3,5
1135,lindochine.life,15,0.0,0.9333333333333333,1.0,2,5
1136,xlj.icu,7,0.0,0.8571428571428571,1.0,2,5
1137,letsbehealthynow.com,20,0.0,0.95,1.0,2,5
1138,zehori.club,11,0.0,0.9090909090909091,1.0,2,5
1139,t19336119141.morehost.pro,25,0.44,0.92,1.0,3,5
1140,nessu.cloudns.ph,16,0.0,0.875,1.0,3,5
1141,sjbingdu.info,13,0.0,0.9230769230769231,1.0,2,5
1142,deep27.lotorgas.ru,18,0.1111111111111111,0.8888888888888888,1.0,3,5
1143,165-22-245-198.plesk.page,25,0.44,0.8,0.88,3,5
1144,www.alobisnis.com,17,0.0,0.8823529411764706,1.0,3,5
1145,gallant-goldstine.165-22-245-198.plesk.page,43,0.2558139534883721,0.8372093023255814,0.9069767441860465,4,5
1146,dl.tamildada.com,16,0.0,0.875,1.0,3,5
1147,server.ayarnofoods.com,22,0.0,0.9090909090909091,1.0,3,5
1148,taxdeporeturn.com,17,0.0,0.9411764705882353,1.0,2,5
1149,ayarnofoods.com,15,0.0,0.9333333333333333,1.0,2,5
1150,blast55fifa.net,15,0.13333333333333333,0.9333333333333333,1.0,2,5
1151,x2.usdt.imtoken.org.uk,22,0.045454545454545456,0.8181818181818182,1.0,5,5
1152,125-227-64-158.hinet-ip.hinet.net,33,0.3333333333333333,0.7878787878787878,0.8787878787878788,4,5
1153,apryl69genesh.com,17,0.11764705882352941,0.9411764705882353,1.0,2,5
1154,releaseyourlimits.com,21,0.0,0.9523809523809523,1.0,2,5
1155,just.joyful.artisola.ru,23,0.0,0.8695652173913043,1.0,4,5
1156,help.repairshome.website,24,0.0,0.9166666666666666,1.0,3,5
1157,zulu257.rtb.appier.net,22,0.13636363636363635,0.8636363636363636,1.0,4,5
1158,tips.jasperpfeiffer.com,23,0.0,0.9130434782608695,1.0,3,5
1159,pixels.monster,14,0.0,0.9285714285714286,1.0,2,5
1160,www.latectus.com,16,0.0,0.875,1.0,3,5
1161,dreamcharismatic.com,20,0.0,0.95,1.0,2,5
1162,coco.cechire.com,16,0.0,0.875,1.0,3,5
1163,a.ml2020.ml,11,0.36363636363636365,0.8181818181818182,1.0,3,5
1164,videos.dyndns.org,17,0.0,0.8823529411764706,1.0,3,5
1165,repairshome.website,19,0.0,0.9473684210526315,1.0,2,5
1166,vodafone.refundv3.nl,20,0.05,0.9,1.0,3,5
1167,filmdooni.net,13,0.0,0.9230769230769231,1.0,2,5
1168,api.ciscofreak.com,18,0.0,0.8888888888888888,1.0,3,5
1169,www.d4mo.com,12,0.08333333333333333,0.8333333333333334,1.0,3,5
1170,decree.lotorgas.ru,18,0.0,0.8888888888888888,1.0,3,5
1171,www.pooleg.info,15,0.0,0.8666666666666667,1.0,3,5
1172,premiera.biz,12,0.0,0.9166666666666666,1.0,2,5
1173,wjjiutia.com,12,0.0,0.9166666666666666,1.0,2,5
1174,tw0002.beibeihao.vip,20,0.2,0.9,1.0,3,5
1175,haiyun.hnxyzksl.com,19,0.0,0.8947368421052632,1.0,3,5
1176,clounds.homelinux.com,21,0.0,0.9047619047619048,1.0,3,5
1177,latectus.com,12,0.0,0.9166666666666666,1.0,2,5
1178,a1b2c3d4-a1b2c3d4.latectus.com,30,0.26666666666666666,0.9,0.9666666666666667,3,5
1179,play.pixels.mom,15,0.0,0.8666666666666667,1.0,3,5
1180,www.fisintegratedpayablem.com,29,0.0,0.9310344827586207,1.0,3,5
1181,credit-ca.info,14,0.0,0.8571428571428571,0.9285714285714286,2,5
1182,delicalo.dnsalias.net,21,0.0,0.9047619047619048,1.0,3,5
1183,ip202.ip-158-69-30.net,22,0.45454545454545453,0.7727272727272727,0.8636363636363636,3,5
1184,hecochain.com.imtoken.org.uk,28,0.0,0.8571428571428571,1.0,5,5
1185,land.rellecharlessper.com,25,0.0,0.92,1.0,3,5
1186,businesses-honor.com,20,0.0,0.9,0.95,2,5
1187,hst-ca.info,11,0.0,0.8181818181818182,0.9090909090909091,2,5
1188,email.minkadd.com,17,0.0,0.8823529411764706,1.0,3,5
1189,mailbox.minkadd.com,19,0.0,0.8947368421052632,1.0,3,5
1190,ns1.bernadethilipp.com,22,0.045454545454545456,0.9090909090909091,1.0,3,5
1191,rznueer.jamyer.com,18,0.0,0.8888888888888888,1.0,3,5
1192,6zfgblwdawdmifvi.shawnabuddicom.com,35,0.02857142857142857,0.9428571428571428,1.0,3,5
1193,imaps.qki6.com,14,0.07142857142857142,0.8571428571428571,1.0,3,5
1194,hotadproductfinder.site,23,0.0,0.9565217391304348,1.0,2,5
1195,salseo.eu,9,0.0,0.8888888888888888,1.0,2,5
1196,www.dzin.club,13,0.0,0.8461538461538461,1.0,3,5
1197,mail9.minkadd.com,17,0.058823529411764705,0.8823529411764706,1.0,3,5
1198,del7rxlrhyvgfsti.shawnabuddicom.com,35,0.02857142857142857,0.9428571428571428,1.0,3,5
1199,olegzpr.tk,10,0.0,0.9,1.0,2,5
1200,opendns.myddns.me,17,0.0,0.8823529411764706,1.0,3,5
1201,fg92ajzxrfpyc3bm.shawnabuddicom.com,35,0.08571428571428572,0.9428571428571428,1.0,3,5
1202,amolopitive.site,16,0.0,0.9375,1.0,2,5
1203,airdrop.mogicedan.eu,20,0.0,0.9,1.0,3,5
1204,24.datatimes.org,16,0.125,0.875,1.0,3,5
1205,9qechnep6zpcfp6t.shawnabuddicom.com,35,0.08571428571428572,0.9428571428571428,1.0,3,5
1206,ns2.colettrombly.com,20,0.05,0.9,1.0,3,5
1207,messileo10.ddns.net,19,0.10526315789473684,0.8947368421052632,1.0,3,5
1208,solanart.at,11,0.0,0.9090909090909091,1.0,2,5
1209,offer-orca.co,13,0.0,0.8461538461538461,0.9230769230769231,2,5
1210,smtpseguro.minkadd.com,22,0.0,0.9090909090909091,1.0,3,5
1211,www.olegzpr.tk,14,0.0,0.8571428571428571,1.0,3,5
1212,airdrop.solanart.es,19,0.0,0.8947368421052632,1.0,3,5
1213,9ziozkvoa5304fq1.shawnabuddicom.com,35,0.17142857142857143,0.9428571428571428,1.0,3,5
1214,root.213-227-154-146.cprapid.com,32,0.375,0.8125,0.90625,4,5
1215,ns2.cosetarber.com,18,0.05555555555555555,0.8888888888888888,1.0,3,5
1216,9eigbck7aq3ypiql.shawnabuddicom.com,35,0.08571428571428572,0.9428571428571428,1.0,3,5
1217,configservconnection.site,25,0.0,0.96,1.0,2,5
1218,cloud.bussinesappinstant.com,28,0.0,0.9285714285714286,1.0,3,5
1219,e7cjdkfy8fipkbrs.shawnabuddicom.com,35,0.05714285714285714,0.9428571428571428,1.0,3,5
1220,l8qk0fus5v2kgkec.shawnabuddicom.com,35,0.11428571428571428,0.9428571428571428,1.0,3,5
1221,help-optus.com.au,17,0.0,0.8235294117647058,0.9411764705882353,3,5
1222,cpanel.olegzpr.tk,17,0.0,0.8823529411764706,1.0,3,5
1223,213-227-154-146.cprapid.com,27,0.4444444444444444,0.8148148148148148,0.8888888888888888,3,5
1224,hupzzob1fjcomxg7.shawnabuddicom.com,35,0.05714285714285714,0.9428571428571428,1.0,3,5
1225,dzin.club,9,0.0,0.8888888888888888,1.0,2,5
1226,free.read-books.org,19,0.0,0.8421052631578947,0.9473684210526315,3,5
1227,www.configservconnection.website,32,0.0,0.9375,1.0,3,5
1228,www.kzlight.cn,14,0.0,0.8571428571428571,1.0,3,5
1229,simplrehouse.com,16,0.0,0.9375,1.0,2,5
1230,ijtnbhbnbewzul2a.shawnabuddicom.com,35,0.02857142857142857,0.9428571428571428,1.0,3,5
1231,alldatato.3cx.com.au,20,0.05,0.85,1.0,4,5
1232,dft6hh6anom9fwor.shawnabuddicom.com,35,0.08571428571428572,0.9428571428571428,1.0,3,5
1233,ancfy-p2atvmh-oh.shawnabuddicom.com,35,0.02857142857142857,0.8857142857142857,0.9428571428571428,3,5
1234,query.bussinesappinstant.com,28,0.0,0.9285714285714286,1.0,3,5
1235,bcat5yh37ruferrh.shawnabuddicom.com,35,0.08571428571428572,0.9428571428571428,1.0,3,5
1236,push.relasign.org,17,0.0,0.8823529411764706,1.0,3,5
1237,newmail.minkadd.com,19,0.0,0.8947368421052632,1.0,3,5
1238,mnhguwjeonesrymh.shawnabuddicom.com,35,0.0,0.9428571428571428,1.0,3,5
1239,ly.qingxiling.org,17,0.0,0.8823529411764706,1.0,3,5
1240,configservconnection.website,28,0.0,0.9642857142857143,1.0,2,5
1241,po.minkadd.com,14,0.0,0.8571428571428571,1.0,3,5
1242,webdisk.olegzpr.tk,18,0.0,0.8888888888888888,1.0,3,5
1243,cpcontacts.olegzpr.tk,21,0.0,0.9047619047619048,1.0,3,5
1244,ekuwyrmiwn0crm7f.shawnabuddicom.com,35,0.05714285714285714,0.9428571428571428,1.0,3,5
1245,mogicedan.eu,12,0.0,0.9166666666666666,1.0,2,5
1246,cpcalendars.olegzpr.tk,22,0.0,0.9090909090909091,1.0,3,5
1247,airdrop.salseo.eu,17,0.0,0.8823529411764706,1.0,3,5
1248,joggjnggjoggjkggjhggjhgg.ijhlbkga.shawnabuddicom.com,52,0.0,0.9423076923076923,1.0,4,5
1249,ekdhdsvw488xyp4y.shawnabuddicom.com,35,0.11428571428571428,0.9428571428571428,1.0,3,5
1250,solanart.es,11,0.0,0.9090909090909091,1.0,2,5
1251,7awmadchok.ddns.net,19,0.05263157894736842,0.8947368421052632,1.0,3,5
1252,eqvdtfaned8boczr.shawnabuddicom.com,35,0.02857142857142857,0.9428571428571428,1.0,3,5
1253,dns.insappstaticanalyze.com,27,0.0,0.9259259259259259,1.0,3,5
1254,mhggmeggmhggmcggnpggnjggnkggjgggidggjiggmkggjhggjmggjnggjhgg.iknlbkgp.traveroyce.com,84,0.0,0.9642857142857143,1.0,4,5
1255,tvdisneyarg.online,18,0.0,0.9444444444444444,1.0,2,5
1256,ristineho.com,13,0.0,0.9230769230769231,1.0,2,5
1257,www.insappstaticanalyze.com,27,0.0,0.9259259259259259,1.0,3,5
1258,airdrop.solanart.at,19,0.0,0.8947368421052632,1.0,3,5
1259,netsy.orangls.net,17,0.0,0.8823529411764706,1.0,3,5
1260,morata09uk.ddns.net,19,0.10526315789473684,0.8947368421052632,1.0,3,5
1261,mail01.minkadd.com,18,0.1111111111111111,0.8888888888888888,1.0,3,5
1262,au.qingxiling.org,17,0.0,0.8823529411764706,1.0,3,5
1263,nkaejvyhq5ptiau-.shawnabuddicom.com,35,0.02857142857142857,0.9142857142857143,0.9714285714285714,3,5
1264,ns2.bernadethilipp.com,22,0.045454545454545456,0.9090909090909091,1.0,3,5
1265,trust.zapto.org,15,0.0,0.8666666666666667,1.0,3,5
1266,mail.olegzpr.tk,15,0.0,0.8666666666666667,1.0,3,5
1267,e3ugskpjxpz-y7qi.shawnabuddicom.com,35,0.05714285714285714,0.9142857142857143,0.9714285714285714,3,5
1268,barracuda.minkadd.com,21,0.0,0.9047619047619048,1.0,3,5
1269,webmail.olegzpr.tk,18,0.0,0.8888888888888888,1.0,3,5
1270,mx3.minkadd.com,15,0.06666666666666667,0.8666666666666667,1.0,3,5
1271,www.configservconnection.site,29,0.0,0.9310344827586207,1.0,3,5
1272,word.webhop.info,16,0.0,0.875,1.0,3,5
1273,ns1.colettrombly.com,20,0.05,0.9,1.0,3,5
1274,kzlight.cn,10,0.0,0.9,1.0,2,5
1275,mxs.minkadd.com,15,0.0,0.8666666666666667,1.0,3,5
1276,acurj7ccyy4qy2jz.shawnabuddicom.com,35,0.08571428571428572,0.9428571428571428,1.0,3,5
1277,leomessi100.ddns.net,20,0.15,0.9,1.0,3,5
1278,mhggmeggmhggmcggnpggnjggnkggjgggidggjiggmkggjhggjmggjnggjhgg.ilmlakgn.traveroyce.com,84,0.0,0.9642857142857143,1.0,4,5
1279,services.chinaairways.net,25,0.0,0.92,1.0,3,5
1280,trivago.fun,11,0.0,0.9090909090909091,1.0,2,5
1281,adminportalservicereconline.info,32,0.0,0.96875,1.0,2,5
1282,seri.volveri.net,16,0.0,0.875,1.0,3,5
1283,www.tvdisneyarg.online,22,0.0,0.9090909090909091,1.0,3,5
1284,www.bussinesappinstant.com,26,0.0,0.9230769230769231,1.0,3,5
1285,claim.offer-orca.co,19,0.0,0.8421052631578947,0.9473684210526315,3,5
1286,ns1.cosetarber.com,18,0.05555555555555555,0.8888888888888888,1.0,3,5
1287,2slllvmkciq2jhbq.shawnabuddicom.com,35,0.05714285714285714,0.9428571428571428,1.0,3,5
1288,3snfslaipablcii8.shawnabuddicom.com,35,0.05714285714285714,0.9428571428571428,1.0,3,5
1289,8sw7llzqgoyjiuxs.shawnabuddicom.com,35,0.05714285714285714,0.9428571428571428,1.0,3,5
1290,nzsq53chpm1qrhuq.shawnabuddicom.com,35,0.08571428571428572,0.9428571428571428,1.0,3,5
1291,jkggjhggjkggjkggjgggjogg.ijhlbkga.shawnabuddicom.com,52,0.0,0.9423076923076923,1.0,4,5
1292,axkotpg-pbeo6hsv.shawnabuddicom.com,35,0.02857142857142857,0.9142857142857143,0.9714285714285714,3,5
1293,bakuyzdysqkwfsuu.shawnabuddicom.com,35,0.0,0.9428571428571428,1.0,3,5
1294,gxjzkyywsv7nqcyv.shawnabuddicom.com,35,0.02857142857142857,0.9428571428571428,1.0,3,5
1295,earpvraoowijhror.shawnabuddicom.com,35,0.0,0.9428571428571428,1.0,3,5
1296,5we0bfcsmd4zzcu6.shawnabuddicom.com,35,0.11428571428571428,0.9428571428571428,1.0,3,5
1297,6rz6pusfthaggnfq.shawnabuddicom.com,35,0.05714285714285714,0.9428571428571428,1.0,3,5
1298,h1bi7dt-svf1ohrf.shawnabuddicom.com,35,0.08571428571428572,0.9142857142857143,0.9714285714285714,3,5
1299,muzgzhb12cirwkup.shawnabuddicom.com,35,0.05714285714285714,0.9428571428571428,1.0,3,5
1300,lfswqtjk60dhygqp.shawnabuddicom.com,35,0.05714285714285714,0.9428571428571428,1.0,3,5
1301,4jca92aap4kqkacf.shawnabuddicom.com,35,0.11428571428571428,0.9428571428571428,1.0,3,5
1302,d4vfycsfxgqwj95e.shawnabuddicom.com,35,0.08571428571428572,0.9428571428571428,1.0,3,5
1303,ad2sodfll2rpcgm0.shawnabuddicom.com,35,0.08571428571428572,0.9428571428571428,1.0,3,5
1304,biologie.vividworld.net,23,0.0,0.9130434782608695,1.0,3,5
1305,webmail.wbfashionshow.com,25,0.0,0.92,1.0,3,2
1308,graystore.c-0001.c-msedge.net,29,0.13793103448275862,0.8275862068965517,0.9310344827586207,4,2
1309,weather-latest.com,18,0.0,0.8888888888888888,0.9444444444444444,2,2
1310,23.42.107.13.in-addr.arpa,25,0.36,0.76,0.96,6,2
1311,10.216.185.205.in-addr.arpa,27,0.4074074074074074,0.7777777777777778,0.9629629629629629,6,2
1312,cpanel.mobisharestock.com,25,0.0,0.92,1.0,3,2
1313,nontlu.graystore.au-msedge.net,30,0.0,0.8666666666666667,0.9666666666666667,4,2
1314,mail.olmajhnservice.com,23,0.0,0.9130434782608695,1.0,3,2
1315,diyefosterfeeds.com,19,0.0,0.9473684210526315,1.0,2,2
1316,21.173.189.20.in-addr.arpa,26,0.38461538461538464,0.7692307692307693,0.9615384615384616,6,2
1318,www.devqrytoprar.net,20,0.0,0.9,1.0,3,2
1319,webmail.mobisharestock.com,26,0.0,0.9230769230769231,1.0,3,2
1320,herbsbrunabuiz.net,18,0.0,0.9444444444444444,1.0,2,2
1321,bensnewfashionstyles.com,24,0.0,0.9583333333333334,1.0,2,2
1322,cpcalendars.wbfashionshow.com,29,0.0,0.9310344827586207,1.0,3,2
1323,cpcontacts.dnldsalecraze.com,28,0.0,0.9285714285714286,1.0,3,2
1324,www.dnldsalecraze.com,21,0.0,0.9047619047619048,1.0,3,2
1325,www.mobisharestock.com,22,0.0,0.9090909090909091,1.0,3,2
1327,mobisharestock.com,18,0.0,0.9444444444444444,1.0,2,2
1329,dnldsalecraze.com,17,0.0,0.9411764705882353,1.0,2,2
1330,20.173.189.20.in-addr.arpa,26,0.38461538461538464,0.7692307692307693,0.9615384615384616,6,2
