ID,Domain,length,number_percent,char_percent,special_char_percent,domain_depth,tag
309,mailer14.upgrinfo.com,21,0.09523809523809523,0.9047619047619048,1.0,3,6
310,accesounicredicontobancarioitaliane.https443.org,48,0.0625,0.9583333333333334,1.0,3,6
311,additional-required-information-seguridad.https443.org,54,0.05555555555555555,0.9074074074074074,0.9444444444444444,3,6
312,1003.ezua.com,13,0.3076923076923077,0.8461538461538461,1.0,3,6
313,mailer16.upgrinfo.com,21,0.09523809523809523,0.9047619047619048,1.0,3,6
314,09435lv.dnsrd.com,17,0.29411764705882354,0.8823529411764706,1.0,3,6
315,009.redirectme.net,18,0.16666666666666666,0.8888888888888888,1.0,3,6
316,1planet.servegame.org,21,0.047619047619047616,0.9047619047619048,1.0,3,6
317,adr.servegame.org,17,0.0,0.8823529411764706,1.0,3,6
318,00ccee896751434452.mefound.com,30,0.4666666666666667,0.9333333333333333,1.0,3,6
319,0nlinechase.mefound.com,23,0.043478260869565216,0.9130434782608695,1.0,3,6
320,00257b.linkpc.net,17,0.29411764705882354,0.8823529411764706,1.0,3,6
321,007.no-ip.org,13,0.23076923076923078,0.7692307692307693,0.9230769230769231,3,6
322,0nline-reg1on.mefound.com,25,0.08,0.88,0.96,3,6
323,0m590o0.ygto.com,16,0.3125,0.875,1.0,3,6
324,0-myarvest.ygto.com,19,0.05263157894736842,0.8421052631578947,0.9473684210526315,3,6
325,00mhijcgru-secure07.dns05.com,29,0.20689655172413793,0.896551724137931,0.9655172413793104,3,6
326,0000.linkpc.net,15,0.26666666666666666,0.8666666666666667,1.0,3,6
327,004-gw-wu.no-ip.org,19,0.15789473684210525,0.7368421052631579,0.8421052631578947,3,6
328,0chase-mobile.mefound.com,25,0.04,0.88,0.96,3,6
329,ares.aunewsonline.com,21,0.0,0.9047619047619048,1.0,3,6
330,image.aunewsonline.com,22,0.0,0.9090909090909091,1.0,3,6
331,00e1b4.linkpc.net,17,0.23529411764705882,0.8823529411764706,1.0,3,6
332,00003server.dnset.com,21,0.23809523809523808,0.9047619047619048,1.0,3,6
333,documents.aunewsonline.com,26,0.0,0.9230769230769231,1.0,3,6
334,2pm.ourhobby.com,16,0.0625,0.875,1.0,3,6
335,0nl1ne-regi0ns.mefound.com,26,0.11538461538461539,0.8846153846153846,0.9615384615384616,3,6
336,0nline-region0.mefound.com,26,0.07692307692307693,0.8846153846153846,0.9615384615384616,3,6
337,4qkj0j.rebatesrule.net,22,0.09090909090909091,0.9090909090909091,1.0,3,6
338,007rohitarora.linkpc.net,24,0.125,0.9166666666666666,1.0,3,6
339,03wellsfargo-online.dnset.com,29,0.06896551724137931,0.896551724137931,0.9655172413793104,3,6
340,ftp.aunewsonline.com,20,0.0,0.9,1.0,3,6
341,0106369.no-ip.org,17,0.4117647058823529,0.8235294117647058,0.9411764705882353,3,6
342,007dv.linkpc.net,16,0.1875,0.875,1.0,3,6
343,0nto26vsjnu.ygto.com,20,0.15,0.9,1.0,3,6
344,02359.dnset.com,15,0.3333333333333333,0.8666666666666667,1.0,3,6
345,4zd.rebatesrule.net,19,0.05263157894736842,0.8947368421052632,1.0,3,6
346,0nline-alert.mefound.com,24,0.041666666666666664,0.875,0.9583333333333334,3,6
347,3l5gadct.ourhobby.com,21,0.09523809523809523,0.9047619047619048,1.0,3,6
348,001mv8fnry.dns05.com,20,0.3,0.9,1.0,3,6
349,0erwfa.ygto.com,15,0.06666666666666667,0.8666666666666667,1.0,3,6
350,35ehgfdutyu.ourhobby.com,24,0.08333333333333333,0.9166666666666666,1.0,3,6
351,002649297982.no-ip.org,22,0.5454545454545454,0.8636363636363636,0.9545454545454546,3,6
352,03secitizinprotect-online.dnset.com,35,0.05714285714285714,0.9142857142857143,0.9714285714285714,3,6
353,00808-exame.no-ip.org,21,0.23809523809523808,0.8095238095238095,0.9047619047619048,3,6
